Local authority,Library name,Address 1,Address 2,Address 3,Postcode,Unique property reference number,Statutory,Library type,Year opened,Year closed,Monday staffed hours,Tuesday staffed hours,Wednesday staffed hours,Thursday staffed hours,Friday staffed hours,Saturday staffed hours,Sunday staffed hours,Monday unstaffed hours,Tuesday unstaffed hours,Wednesday unstaffed hours,Thursday unstaffed hours,Friday unstaffed hours,Saturday unstaffed hours,Sunday unstaffed hours,Co-located,Co-located with,Notes,URL,Email address
Cambridgeshire,Arbury Court Library,Arbury Road,Cambridge,Cambridgeshire,CB4 2JQ,,Yes,LAL,,,15:00-18:00,09:00-17:00,00:00-00:00,09:00-13:00,09:00-17:00,10:00-14:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,No,,,https://www.cambridgeshire.gov.uk/directory/listings/arbury-court-library-cambridge,your.library@cambridgeshire.gov.uk
Cambridgeshire,Bar Hill Library,Gladeside,Cambridge,Cambridgeshire,CB23 8DY,,Yes,LAL,,,10:00-17:00,14:00-17:00,10:00-17:00,00:00-00:00,14:00-17:00,09:30-12:30,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,Yes,,,https://www.cambridgeshire.gov.uk/directory/listings/bar-hill-library,your.library@cambridgeshire.gov.uk
Cambridgeshire,Barnwell Road Library,Barnwell Road,Cambridge,Cambridgeshire,CB5 8RG,,Yes,LAL,,,00:00-00:00,10:00-17:00,10:00-17:00,14:00-17:00,14:00-17:00,10:00-13:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,No,,,https://www.cambridgeshire.gov.uk/directory/listings/barnwell-road-library,your.library@cambridgeshire.gov.uk
Cambridgeshire,Bassingbourn Book Cafe,"The Limes Community Centre, High Street",Bassingbourn-Cum-Kneesworth,Cambridgeshire,SG8 5LD,,No,CRL,2010,,15:00-17:00,00:00-00:00,00:00-00:00,14:00-20:00,00:00-00:00,10:00-12:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,Yes,,,https://www.cambridgeshire.gov.uk/directory/listings/bassingbourn-book-cafe,your.library@cambridgeshire.gov.uk
Cambridgeshire,Bottisham Community Library,"Bottisham Village College, Lode Road",Cambridge,Cambridgeshire,CB25 9DL,10002596403,No,CRL,2010,,00:00-00:00,15:00-20:00,10:00-11:30,15:00-17:00,18:00-20:00,10:00-12:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,Yes,,,https://www.cambridgeshire.gov.uk/directory/listings/bottisham-library-access-point,your.library@cambridgeshire.gov.uk
Cambridgeshire,Brampton Community Library,34 High Street,Huntingdon,Cambridgeshire,PE28 4TH,,Yes,CRL,2018,,11:30-13:30,00:00-00:00,15:00-17:00,00:00-00:00,00:00-00:00,11:30-13:30,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,Yes,,,https://www.cambridgeshire.gov.uk/directory/listings/brampton-community-library,your.library@cambridgeshire.gov.uk
Cambridgeshire,Buckden Library,"Community Hall & Sports Centre, Burberry Road",St. Neots,Cambridgeshire,PE19 5UY,,Yes,LAL,,,00:00-00:00,10:00-17:00,00:00-00:00,14:00-17:00,17:00-20:00,10:00-13:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,Yes,,,https://www.cambridgeshire.gov.uk/directory/listings/buckden-library,your.library@cambridgeshire.gov.uk
Cambridgeshire,Burwell Library,"Village College, The Causeway",Burwell,Cambridgeshire,CB25 0DU,,Yes,LAL,2010,,14:00-17:00,10:00-17:00,00:00-00:00,12:00-19:00,14:00-17:00,10:00-13:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,Yes,,,https://www.cambridgeshire.gov.uk/directory/listings/burwell-library,your.library@cambridgeshire.gov.uk
Cambridgeshire,Cambourne Library,"Sackville House, Sackville Way",Cambourne,Cambridgeshire,CB23 6HL,,Yes,LAL,,,09:00-17:00,09:00-13:00,00:00-00:00,16:00-19:00,09:00-17:00,09:00-13:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,Yes,,,https://www.cambridgeshire.gov.uk/directory/listings/cambourne-library,your.library@cambridgeshire.gov.uk
Cambridgeshire,Cambridge Central Library,7 Lion Yard,Cambridge,Cambridgeshire,CB2 3QD,10002567042,Yes,LAL,,,09:30-18:00,09:30-18:00,09:30-19:00,09:30-18:00,09:30-18:00,10:00-18:00,12:00-16:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,Yes,,,https://www.cambridgeshire.gov.uk/directory/listings/Cambridge-Central-Library,your.library@cambridgeshire.gov.uk
Cambridgeshire,Chatteris Library,2 Furrowfields Road,Chatteris,Cambridgeshire,PE16 6PT,,Yes,LAL,,,10:00-17:00,14:00-17:00,10:00-17:00,00:00-00:00,10:00-17:00,10:00-13:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,Yes,,,https://www.cambridgeshire.gov.uk/directory/listings/chatteris-library,your.library@cambridgeshire.gov.uk
Cambridgeshire,Cherry Hinton Library,High Street,Cambridge,Cambridgeshire,CB1 9HZ,,Yes,LAL,,,15:00-18:00,00:00-00:00,09:00-17:00,09:00-13:00,09:00-17:00,10:00-14:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,Yes,,,https://www.cambridgeshire.gov.uk/directory/listings/cherry-hinton-library,your.library@cambridgeshire.gov.uk
Cambridgeshire,Clay Farm Library,"Clay Farm Centre, Hobson Square",Cambridge,Cambridgeshire,CB2 9FN,,Yes,CL,2018,,09:30-13:00,09:30-13:00,09:30-13:00,09:30-19:00,09:30-13:00,09:30-13:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,Yes,,,https://www.cambridgeshire.gov.uk/directory/listings/clay-farm-library-trumpington-cambridge,your.library@cambridgeshire.gov.uk
