Local authority,Library name,Address 1,Address 2,Address 3,Postcode,Unique property reference number,Statutory,Library type,Year opened,Year closed,Monday staffed hours,Tuesday staffed hours,Wednesday staffed hours,Thursday staffed hours,Friday staffed hours,Saturday staffed hours,Sunday staffed hours,Monday unstaffed hours,Tuesday unstaffed hours,Wednesday unstaffed hours,Thursday unstaffed hours,Friday unstaffed hours,Saturday unstaffed hours,Sunday unstaffed hours,Co-located,Co-located with,Notes,URL,Email address
Islington,Archway Library,"Hamlyn House, Highgate Hill",London,Middlesex,N19 5PH,10012791132,Yes,LAL,,,09:30-20:00,00:00-00:00,09:30-20:00,00:00-00:00,09:30-17:00,09:30-17:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,No,,,https://www.islington.gov.uk/libraries,
Islington,Cat and Mouse Library,277 Camden Road,London,Middlesex,N7 0JN,,Yes,LAL,,,00:00-00:00,09:30-19:00,09:30-13:00,09:30-19:00,00:00-00:00,11:00-17:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,No,,,,
Islington,Finsbury Library,245 St. John Street,London,Middlesex,EC1V 4NB,,No,LAL,2017,,09:00-20:00,09:00-17:00,09:00-17:00,09:00-20:00,09:00-17:00,09:00-17:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,No,,,https://www.islington.gov.uk/libraries,
Islington,Islington Central Library,2 Fieldway Crescent,London,Middlesex,N5 1PF,5300033298,Yes,LAL,,,09:30-20:00,09:30-17:00,09:30-20:00,09:30-20:00,09:30-17:00,09:30-17:00,13:00-17:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,No,,,https://www.islington.gov.uk/libraries,
Islington,John Barnes Library,"Pangbourne House, Camden Road",London,Middlesex,N7 0BD,,Yes,LAL,,2017,,,,,,,,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,No,,Replaced by Cat and Mouse,https://www.islington.gov.uk/libraries,
Islington,Lewis Carroll Children's Library,166 Copenhagen Street,London,Middlesex,N1 0ST,,Yes,LAL,,,09:30-19:00,00:00-00:00,09:30-19:00,00:00-00:00,09:30-13:00,11:00-17:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,No,,,https://www.islington.gov.uk/libraries,
Islington,Mildmay Library,21 Mildmay Park,London,Middlesex,N1 4NA,,Yes,LAL,,,09:30-13:00,09:30-20:00,00:00-00:00,09:30-20:00,00:00-00:00,11:00-17:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,No,,,https://www.islington.gov.uk/libraries,
Islington,N4 Library,26 Blackstock Road,London,Middlesex,N4 2DW,,Yes,LAL,,,09:30-20:00,09:30-17:00,09:30-20:00,09:30-13:00,09:30-17:00,09:30-17:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,No,,,https://www.islington.gov.uk/libraries,
Islington,North Library,Manor Gardens,London,Middlesex,N7 6JX,,Yes,LAL,,,00:00-00:00,09:30-20:00,00:00-00:00,09:30-20:00,09:30-13:00,11:00-17:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,No,,,https://www.islington.gov.uk/libraries,
Islington,South Library,115 Essex Road,London,Middlesex,N1 2SL,,Yes,LAL,,,09:30-20:00,00:00-00:00,09:30-20:00,00:00-00:00,09:30-17:00,09:30-17:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,No,,,https://www.islington.gov.uk/libraries,
Islington,West Library,Bridgeman Road,London,Middlesex,N1 1BD,,Yes,LAL,,,00:00-00:00,09:30-20:00,00:00-00:00,09:30-20:00,09:30-17:00,09:30-17:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,No,,,https://www.islington.gov.uk/libraries,
