Local authority,Library name,Address 1,Address 2,Address 3,Postcode,Unique property reference number,Statutory,Library type,Year opened,Year closed,Monday staffed hours,Tuesday staffed hours,Wednesday staffed hours,Thursday staffed hours,Friday staffed hours,Saturday staffed hours,Sunday staffed hours,Monday unstaffed hours,Tuesday unstaffed hours,Wednesday unstaffed hours,Thursday unstaffed hours,Friday unstaffed hours,Saturday unstaffed hours,Sunday unstaffed hours,Special hours,Co-located,Co-located with,Notes,URL,Email address
Perth and Kinross,AK Bell Library,York Place,,Perth,PH2 8EP,,No,LAL,,,,,,,,,,,,,,,,,,No,,,http://www.culturepk.org.uk/your-local-library/ak-bell-library/,
Perth and Kinross,Alyth Library,Airlie Street,,Alyth,PH11 8AJ,,No,LAL,,,,,,,,,,,,,,,,,,No,,,http://www.culturepk.org.uk/your-local-library/alyth-library/,
Perth and Kinross,Auchterarder Library,Chapel Wynd,,Auchterarder,PH3 1BL,,No,LAL,,,,,,,,,,,,,,,,,,No,,,http://www.culturepk.org.uk/your-local-library/auchterarder-library/,
Perth and Kinross,Birnam Library,Station Road,,Birnam,PH8 0DS,,No,LAL,,,,,,,,,,,,,,,,,,No,,,http://www.culturepk.org.uk/your-local-library/birnam-library/,
Perth and Kinross,Blairgowrie Library,46A Leslie Street,,Blairgowrie,PH10 6AW,,No,LAL,,,,,,,,,,,,,,,,,,No,,,http://www.culturepk.org.uk/your-local-library/blairgowrie-library/,
Perth and Kinross,Breadalbane Community Library,Breadalbane Community Campus,,Crieff Road,PH15 2DU,,No,LAL,,,,,,,,,,,,,,,,,,No,,,http://www.culturepk.org.uk/your-local-library/breadalbane-community-library/,
Perth and Kinross,Comrie Library,Drummond Street,,Comrie,PH6 2DS,,No,LAL,,,,,,,,,,,,,,,,,,No,,,http://www.culturepk.org.uk/your-local-library/comrie-library/,
Perth and Kinross,Coupar Angus Library,Town Hall,,Union Street,PH13 9AE,,No,LAL,,,,,,,,,,,,,,,,,,No,,,http://www.culturepk.org.uk/your-local-library/coupar-angus-library/,
Perth and Kinross,Loch Leven Community Library,Loch Leven Community Campus,,Muirs,KY13 8FQ,,No,LAL,,,,,,,,,,,,,,,,,,No,,,http://www.culturepk.org.uk/your-local-library/loch-leven-community-library/,
Perth and Kinross,North Inch Community Library,North Inch Community Campus,,Gowans Terrace,PH1 5BF,,No,LAL,,,,,,,,,,,,,,,,,,No,,,http://www.culturepk.org.uk/your-local-library/north-inch-community-library/,
Perth and Kinross,Pitlochry Library,26 Atholl Road,,Pitlochry,PH16 5BX,,No,LAL,,,,,,,,,,,,,,,,,,No,,,pitlochrylibrary@culturepk.org.uk,
Perth and Kinross,Scone Library,Sandy Road,,Scone,PH2 6LJ,,No,LAL,,,,,,,,,,,,,,,,,,No,,,http://www.culturepk.org.uk/your-local-library/scone-library/,
Perth and Kinross,Strathearn Community Library,Strathearn Community Campus,,Pittenzie Road,PH7 3JN,,No,LAL,,,,,,,,,,,,,,,,,,No,,,http://www.culturepk.org.uk/your-local-library/strathearn-community-library/,
