Local authority,Library name,Address 1,Address 2,Address 3,Postcode,Unique property reference number,Statutory,Library type,Year opened,Year closed,Monday staffed hours,Tuesday staffed hours,Wednesday staffed hours,Thursday staffed hours,Friday staffed hours,Saturday staffed hours,Sunday staffed hours,Monday unstaffed hours,Tuesday unstaffed hours,Wednesday unstaffed hours,Thursday unstaffed hours,Friday unstaffed hours,Saturday unstaffed hours,Sunday unstaffed hours,Co-located,Co-located with,Notes,URL,Email address
Cumbria,Alston (Local Link),"Alston Town Hall, Front Street",Alston,Cumbria,CA9 3RF,,No,LAL,,,10:00-17:00,10:00-15:00,10:00-15:00,10:00-17:00,10:00-17:00,10:00-15:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,Yes,Tourist Information,"Alston Library closes for lunch from 12.30 to 13.00 everyday it is open. It has winter and summer opening hours - Winter 34 per week, summer 48 per week",,penrith.library@cumbria.gov.uk
Cumbria,Ambleside Library,Kelsick Road,Ambleside,Cumbria,LA22 0BZ,,No,LAL,,,10:00-17:00,13:00-18:00,10:00-17:00,00:00-00:00,10:00-17:00,10:00-13:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,No,,,,
Cumbria,Appleby Library,Low Wiend,Appleby-in-Westmorland,Cumbria,CA16 6QP,,Yes,LAL,,,10:00-19:00,14:00-17:00,14:00-17:00,00:00-00:00,10:00-17:00,10:00-12:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,No,,Appleby library closes for lunch 12.30-13.30 on Monday and Friday,,penrith.library@cumbria.gov.uk
Cumbria,Arnside Library Link,"Educational Institute, Church Hill",Carnforth,Cumbria,LA5 0DA,,Yes,LAL,,,09:00-19:00,09:00-19:00,09:00-19:00,09:00-19:00,09:00-19:00,09:00-17:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,No,,,,
Cumbria,Askam Library,Lord Street,Askam-in-Furness,Cumbria,LA16 7AQ,,Yes,LAL,,,15:00-17:30,10:00-13:00,00:00-00:00,14:00-17:00,14:00-17:00,10:00-14:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,No,,,,askam.library@cumbria.gov.uk
Cumbria,Aspatria (Local Link),Market Square,Wigton,Cumbria,CA7 3EZ,,Yes,LAL,,,13:00-17:00,10:00-17:00,10:00-17:00,00:00-00:00,13:00-17:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,No,,,,
Cumbria,Barrow Island Library Link,"Barrow Island CDC, Island Road",Barrow-in-Furness,Cumbria,LA14 2SR,,No,LAL,,2018,,,,,,,,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,No,,,,
Cumbria,Barrow Library,Ramsden Square,Barrow-in-Furness,Cumbria,LA14 1LL,36007250,Yes,LAL,,,09:30-18:00,09:30-18:00,09:30-18:00,09:30-18:00,09:30-17:00,10:00-16:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,No,,,,barrow.library@cumbria.gov.uk
Cumbria,Bolton Book Drop,Bolton Memorial Hall,Appleby-in-Westmorland,Cumbria,CA16 6AX,,No,CRL,,,00:00-00:00,13:00-15:30,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,No,,,,penrith.library@cumbria.gov.uk
Cumbria,Boltongate Book Drop,The Bell Institute,Wigton,Cumbria,CA7 1DA,,No,LAL,,2019,,,,,,,,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,No,,,,
Cumbria,Brampton Library,1 Market Place,Brampton,Cumbria,CA8 1NW,,Yes,LAL,,,14:00-17:00,00:00-00:00,10:00-17:00,14:00-17:00,14:00-17:00,10:00-13:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,No,,,,brampton.library@cumbria.gov.uk
Cumbria,Broughton in Furness (Library Link),"Victory Hall, Station Road",Broughton-in-Furness,Cumbria,LA20 6HN,,Yes,LAL-,,,09:00-17:00,09:00-17:00,09:00-17:00,09:00-17:00,09:00-17:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,No,,,,
Cumbria,Burgh by Sands Book Drop,Burgh by Sands Village Hall,Carlisle,Cumbria,CA5 6BD,,Yes,LAL,,2019,,,,,,,,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,No,,,,
Cumbria,Burton Book Drop,"Burton Memorial Hall, Main Street",Burton-in-Kendal,Cumbria,LA6 1NA,,Yes,ICL,,,10:00-11:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,No,,,,
Cumbria,Carlisle Library,11 Globe Lane,Carlisle,Cumbria,CA3 8NX,,Yes,LAL,,,09:00-17:30,10:00-19:00,09:00-17:30,09:00-19:00,09:00-17:30,09:00-16:00,12:00-16:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,No,,,,
Cumbria,Carlisle West (Library Link),19-23 Shadygrove Road,Carlisle,Cumbria,CA2 7LE,,Yes,LAL,,,09:00-17:00,09:00-17:00,09:00-17:00,09:00-17:00,09:00-16:30,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,No,,,,carlisle.library@cumbria.gov.uk
Cumbria,Cleator Moor Library,Market Square,Cleator Moor,Cumbria,CA25 5AP,,Yes,LAL,,,09:00-14:00,09:00-17:00,00:00-00:00,09:00-17:00,09:00-14:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,No,,,,whitehaven.library@cumbria.gov.uk
Cumbria,Cockermouth Library,Main Street,Cockermouth,Cumbria,CA13 9LU,,Yes,LAL-,,,10:00-16:00,10:00-16:00,10:00-17:00,10:00-16:00,10:00-16:00,10:00-14:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,No,,,,
Cumbria,Coniston (Library Link),John Ruskin Institute,Coniston,Cumbria,LA21 8DU,,Yes,LAL,,,09:00-17:00,00:00-00:00,09:00-17:00,00:00-00:00,09:00-17:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,No,,,,
Cumbria,Cotehill Book Drop,"Cotehill Village Hall, Front Street",Carlisle,Cumbria,CA4 0EA,,No,CRL,,,00:00-00:00,00:00-00:00,00:00-00:00,10:00-12:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,No,,,,carlisle.library@cumbria.gov.uk
Cumbria,Dalston Library Link,"St. Michael's Church, 1 The Square",Dalston,Cumbria,CA5 7PJ,,Yes,LAL,,,00:00-00:00,09:00-12:00,13:00-16:00,13:00-16:00,00:00-00:00,10:00-12:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,No,,,,carlisle.library@cumbria.gov.uk
Cumbria,Dalton-in-Furness Library Link,Nelson Street,Dalton-in-Furness,Cumbria,LA15 8AF,,Yes,LAL-,,,09:00-19:00,09:00-19:00,09:00-19:00,09:00-19:00,09:00-19:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,Yes,Community Centre,,,dalton.library@cumbria.gov.uk
Cumbria,Dent (Library Link),"Dent Reading Room, Main Street",Dent,Cumbria,LA10 5QL,,Yes,LAL,,,00:00-00:00,09:00-19:00,00:00-00:00,00:00-00:00,00:00-00:00,09:00-14:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,No,,,,
Cumbria,Denton Holme Library Link,"Denton Holme Community Centre, Morley Street",Carlisle,Cumbria,CA2 5HQ,,Yes,LAL,,,14:00-16:00,12:00-14:00,11:00-15:00,10:00-12:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,Yes,Community Centre,,,carlisle.library@cumbria.gov.uk
Cumbria,Distington (Library Link),Church Road,Workington,Cumbria,CA14 5TE,,Yes,LAL-,,,10:00-14:00,10:00-14:00,00:00-00:00,10:00-14:00,10:00-14:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,No,,,,
Cumbria,Egremont Library,"West lakes Academy, Main Street",Egremont,Cumbria,CA22 2DQ,,Yes,LAL,,,09:00-17:00,09:00-17:00,00:00-00:00,09:00-17:00,09:00-17:00,10:00-12:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,No,,,,whitehaven.library@cumbria.gov.uk
Cumbria,Ennerdale Book Drop,The Gather,Ennerdale Bridge,Cumbria,CA23 3AR,,No,LAL,,2018,,,,,,,,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,No,,,,
Cumbria,Frizington Library,Main Street,Frizington,Cumbria,CA26 3PF,,Yes,LAL,,,14:00-17:00,00:00-00:00,14:00-17:00,00:00-00:00,09:30-12:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,No,,,,whitehaven.library@cumbria.gov.uk
Cumbria,Gosforth Village (Library Link),Public Hall,Seascale,Cumbria,CA20 1AS,,Yes,LAL-,,,13:00-15:30,00:00-00:00,15:00-17:30,00:00-00:00,00:00-00:00,10:00-12:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,No,,,,
Cumbria,Grange over Sands Library,Grange Fell Road,Grange-over-Sands,Cumbria,LA11 6BQ,,Yes,LAL,,,10:00-17:00,10:00-17:00,10:00-17:00,10:00-17:00,10:00-17:00,10:00-13:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,No,,,,
Cumbria,Hallbankgate (Library link),,,,CA8 2NJ,,Yes,LAL,,,08:30-17:00,08:30-17:00,08:30-17:00,08:30-17:00,08:30-17:00,08:30-17:00,09:00-15:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,No,,,,carlisle.library@cumbria.gov.uk
Cumbria,Harraby (Library Link),"Harraby Community Centre, Edgehill Road",Carlisle,Cumbria,CA1 3PP,,Yes,LAL,,,10:00-17:00,10:00-17:00,10:00-17:00,10:00-17:00,10:00-15:00,10:00-15:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,No,,,,carlisle.library@cumbria.gov.uk
Cumbria,Hensingham Library,Richmond Hill Road,Whitehaven,Cumbria,CA28 8SU,,No,LAL,,2018,,,,,,,,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,No,,,,
Cumbria,Holme book drop,"Holme Parish Hall, Duke Street",Holme,Cumbria,LA6 1PY,,No,ICL,,,00:00-00:00,00:00-00:00,00:00-00:00,10:00-12:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,No,,,,
Cumbria,Kells Library,High Road,Whitehaven,Cumbria,CA28 9PQ,,No,LAL,,2018,,,,,,,,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,No,,,,
Cumbria,Kendal Library,Stricklandgate,Kendal,Cumbria,LA9 4PY,100110759779,Yes,LAL,,,09:30-17:00,09:30-17:00,09:30-19:00,09:30-13:00,09:30-17:00,09:30-16:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,No,,,,
Cumbria,Keswick Library,Heads Lane,Keswick,Cumbria,CA12 5HD,,Yes,LAL,,,09:30-17:00,09:30-17:00,09:30-17:00,09:30-12:00,09:30-17:00,09:30-12:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,No,,,,
Cumbria,Kirkby Lonsdale Library,Chapel Lane,Carnforth,Cumbria,LA6 2AL,,Yes,LAL,,,00:00-00:00,13:30-19:00,00:00-00:00,09:30-17:00,13:30-17:00,10:00-12:30,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,No,,,,
Cumbria,Kirkby Stephen (Local Link),"Old Grammar School, Vicarage Lane",Kirkby Stephen,Cumbria,CA17 4QX,,Yes,LAL,,,10:00-17:00,00:00-00:00,10:00-17:00,00:00-00:00,10:00-17:00,10:00-13:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,No,,Kirkby stephen Library closes for lunch 12.30-13.30 every day it is open,,penrith.library@cumbria.gov.uk
