Local authority,Library name,Address 1,Address 2,Address 3,Postcode,Unique property reference number,Statutory,Library type,Year opened,Year closed,Monday staffed hours,Tuesday staffed hours,Wednesday staffed hours,Thursday staffed hours,Friday staffed hours,Saturday staffed hours,Sunday staffed hours,Monday unstaffed hours,Tuesday unstaffed hours,Wednesday unstaffed hours,Thursday unstaffed hours,Friday unstaffed hours,Saturday unstaffed hours,Sunday unstaffed hours,Special hours,Co-located,Co-located with,Notes,URL,Email address
North Somerset,Backwell,,,,BS48 3NW,,No,LAL,,2012,,,,,,,,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,,No,,,,
North Somerset,Banwell,,,,BS29 6DB,,No,LAL,,2012,,,,,,,,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,,No,,,,
North Somerset,Campus,Highlands Lane,Weston-supe-Mare,Somerset,BS24 7DX,24122397,No,LAL,,,09:30-20:00,09:30-20:00,09:30-20:00,09:30-20:00,09:30-20:00,09:30-17:00,10:00-17:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,,No,"School, Children's Centre, Leisure facilities & Cafe",,https://www.n-somerset.gov.uk/services/the-campus-2/,campus@n-somerset.gov.uk
North Somerset,Clevedon,37 Old Church Road,Clevedon,Somerset,BS21 6NN,24042018,No,LAL,,,09:30-17:00,09:30-17:00,00:00-00:00,00:00-00:00,09:30-17:00,09:30-13:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,,No,,,http://www.n-somerset.gov.uk/services/clevedon-library/,clevedon.library@n-somerset.gov.uk
North Somerset,Congresbury Community Managed Library,"Old School Rooms, Station Road",Congresbury,Somerset,BS49 5DX,24141134,No,CRL,,,14:00-17:00,00:00-00:00,10:00-13:00,00:00-00:00,10:00-17:00,10:00-13:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,,No,,,http://www.n-somerset.gov.uk/services/congresbury-library/  and http://www.congresbury-library.org.uk/,congresbury.library@n-somerset.gov.uk
North Somerset,For all Healthy Living Centre,68 Lonsdale Avenue,Weston-super-Mare,Somerset,BS23 3SJ,24128505,No,LAL,,,09:30-17:00,09:30-17:00,09:30-17:00,09:30-17:00,09:30-17:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,,No,"Church Hall, GP surgery, Community Cafe &  Children's Centre",,http://www.n-somerset.gov.uk/services/for-all-healthy-living-centre-library/,hlc.library@n-somerset.gov.uk
North Somerset,Long Ashton,Lovelinch Gardens,Long Ashton,Somerset,BS4 9AH,114230,No,LAL,,2018,,,,,,,,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,,No,,,,
North Somerset,Nailsea,Somerset Square,Nailsea,Somerset,BS48 1RQ,24067942,No,LAL,,,00:00-00:00,09:30-18:00,09:30-17:00,09:30-17:00,09:30-17:00,09:30-13:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,,No,,,http://www.n-somerset.gov.uk/services/nailsea-library/,nailsea.library@n-somerset.gov.uk
North Somerset,North Somerset Studies Library,"Town Hall, Walliscote Grove Road",Weston-super-Mare,Somerset,BS23 1UJ,24009468,No,LAL,,,10:00-16:00,10:00-16:00,10:00-16:00,10:00-16:00,10:00-16:00,10:00-16:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,,No,Council Services & One-Stop-Shop,,http://www.n-somerset.gov.uk/services/north-somerset-studies-library/,northsomerset.studieslibrary@n-somerset.gov.uk
North Somerset,Oldmixon Library Access Point,"Oldmixon Family Centre, Monkton Avenue",Weston-super-Mare,Somerset,BS24 9DA,,No,LAL,,,00:00-00:00,09:00-13:00,09:00-13:00,09:00-13:00,09:00-16:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,,No,Children's Centre,,http://www.n-somerset.gov.uk/services/oldmixon/,libraries@n-somerset.gov.uk
