Local authority,Library name,Address 1,Address 2,Address 3,Postcode,Unique property reference number,Statutory,Library type,Year opened,Year closed,Monday staffed hours,Tuesday staffed hours,Wednesday staffed hours,Thursday staffed hours,Friday staffed hours,Saturday staffed hours,Sunday staffed hours,Monday unstaffed hours,Tuesday unstaffed hours,Wednesday unstaffed hours,Thursday unstaffed hours,Friday unstaffed hours,Saturday unstaffed hours,Sunday unstaffed hours,Special hours,Co-located,Co-located with,Notes,URL,Email address
Highland,Achilltibuie Library,Coigach Community Hall, Achiltibuie IV26 2YG,,IV26 2YG,,No,LAL,,,,,,,,,,,,,,,,,,No,,,https://www.highlifehighland.com/libraries/achiltibuie-library/,
Highland,Alness Library,High St,,Alness ,IV17 0QB,,No,LAL,,,,,,,,,,,,,,,,,,No,,,https://www.highlifehighland.com/libraries/alness-library/,
Highland,Ardersiere Library,Station Road,,Inverness,IV2 7SU,,No,LAL,,,,,,,,,,,,,,,,,,No,,,https://www.highlifehighland.com/libraries/ardersier-library/,
Highland,Ardnamurchan Community Library,Anaheilt,,Strontian,PH36 4JA,,No,LAL,,,,,,,,,,,,,,,,,,No,,,https://www.highlifehighland.com/libraries/ardnamurchan-community-library/,
Highland,Aviemore Library,Muirton,,Aviemore,PH22 1SF,,No,LAL,,,,,,,,,,,,,,,,,,No,,,https://www.highlifehighland.com/libraries/aviemore-library/,
Highland,Badenoch Library,Badenoch Centre,,Spey Street,PH21 1EH,,No,LAL,,,,,,,,,,,,,,,,,,No,,,https://www.highlifehighland.com/libraries/badenoch-library/,
Highland,Beauly Library,Station Road,,,IV4 7EH,,No,LAL,,,,,,,,,,,,,,,,,,No,,,https://www.highlifehighland.com/libraries/beauly-library/,
Highland,Bettyhill Library and Service Point,Naver Teleservice Centre,,BettyHill ,KW14 7SS,,No,LAL,,,,,,,,,,,,,,,,,,No,,,https://www.highlifehighland.com/libraries/bettyhill-library-and-service-point/,
Highland,Bonar Bridge Library,West End,,Bonar Bridge,IV24 3EA,,No,LAL,,,,,,,,,,,,,,,,,,No,,,https://www.highlifehighland.com/libraries/bonar-bridge-library/,
Highland,Broadford Library,Broadford,,Isle of Skye,IV49 9AB,,No,LAL,,,,,,,,,,,,,,,,,,No,,,https://www.highlifehighland.com/libraries/broadford-library/,
