Local authority,Library name,Address 1,Address 2,Address 3,Postcode,Unique property reference number,Statutory,Library type,Year opened,Year closed,Monday staffed hours,Tuesday staffed hours,Wednesday staffed hours,Thursday staffed hours,Friday staffed hours,Saturday staffed hours,Sunday staffed hours,Monday unstaffed hours,Tuesday unstaffed hours,Wednesday unstaffed hours,Thursday unstaffed hours,Friday unstaffed hours,Saturday unstaffed hours,Sunday unstaffed hours,Co-located,Co-located with,Notes,URL,Email address
Dundee City,Ardler Community Library,Turnberry Avenue ,,Dundee ,DD2 3TP,,Yes,LAL,,,,,,,,,,,,,,,,,No,,,http://www.leisureandculturedundee.com/ardler-community-library,
Dundee City,Arthurstone Community Library,5 Arthurstone Terrace,,Dundee,DD4 6RT,,Yes,LAL,,,,,,,,,,,,,,,,,No,,,http://www.leisureandculturedundee.com/arthurstone-community-library,
Dundee City,Blackness Community Library,225 Perth Road,,Dundee,DD2 1EJ,,Yes,LAL,,,,,,,,,,,,,,,,,No,,,http://www.leisureandculturedundee.com/blackness-community-library,
Dundee City,Broughty Ferry Community Library,Queen Street,,Broughty Ferry,DD5 2HN,,Yes,LAL,,,,,,,,,,,,,,,,,No,,,http://www.leisureandculturedundee.com/broughty-ferry-community-library,
Dundee City,Charleston Community Library,Charles Street,,60 Craigowan Road,DD2 4NL,,Yes,LAL,,,,,,,,,,,,,,,,,No,,,http://www.dumgal.gov.uk/index.aspx?articleid=1392,
Dundee City,Coldside Community Library,150 Strathmartine Road,,Dundee,DD3 7SE,,Yes,LAL,,,,,,,,,,,,,,,,,No,,,http://www.leisureandculturedundee.com/coldside-community-library,
Dundee City,Douglas Community Centre ,Balmoral Avenue ,,Dundee,DD4 8SD,,Yes,LAL,,,,,,,,,,,,,,,,,No,,,http://www.leisureandculturedundee.com/douglas-community-library,
Dundee City,Dundee Central Library,The Wellgate ,,Dundee,DD1 1DB,9059006898,Yes,LAL,,,,,,,,,,,,,,,,,No,,,http://www.leisureandculturedundee.com/central-library-wellgate,
Dundee City,Fintry Community Library,1 Findcastle Street ,,Dundee,DD4 9EW,,Yes,LAL,,,,,,,,,,,,,,,,,No,,,http://www.leisureandculturedundee.com/fintry-community-library,
Dundee City,Hub Community Library & Learning Centre,171 Pitkerro Road,,Dundee,DD4 8ES,,Yes,LAL,,,,,,,,,,,,,,,,,No,,,http://www.leisureandculturedundee.com/hub-community-library-and-learning-centre,
Dundee City,Kirkton Community Library ,Derwent Avenue,,Dundee,DD3 0AX,,Yes,LAL,,,,,,,,,,,,,,,,,No,,,http://www.leisureandculturedundee.com/kirkton-community-library,
Dundee City,Lochee Community Library ,High Street ,,Lochee,DD2 3AU,,Yes,LAL,,,,,,,,,,,,,,,,,No,,,http://www.leisureandculturedundee.com/lochee-community-library,
Dundee City,Menzieshill Community Library,Orleans Place ,,Menzieshill,DD2 4BH,,Yes,LAL,,,,,,,,,,,,,,,,,No,,,http://www.leisureandculturedundee.com/menzieshill-community-library,
Dundee City,Whittfield Community Library,The Crescent ,,71 Lothian Crescent ,DD4 0HU,,Yes,LAL,,,,,,,,,,,,,,,,,No,,,http://www.leisureandculturedundee.com/whitfield-community-library,
