Local authority,Library name,Address 1,Address 2,Address 3,Postcode,Unique property reference number,Statutory,Library type,Year opened,Year closed,Monday staffed hours,Tuesday staffed hours,Wednesday staffed hours,Thursday staffed hours,Friday staffed hours,Saturday staffed hours,Sunday staffed hours,Monday unstaffed hours,Tuesday unstaffed hours,Wednesday unstaffed hours,Thursday unstaffed hours,Friday unstaffed hours,Saturday unstaffed hours,Sunday unstaffed hours,Special hours,Co-located,Co-located with,Notes,URL,Email address
Argyll and Bute,Campbeltown Library,Kinloch Road ,,Campbeltown,PA28 6EG,,No,LAL,,,,,,,,,,,,,,,,,,No,,,https://www.argyll-bute.gov.uk/library/campbeltown-library,
Argyll and Bute,Cardross Library,Main Street,,Cardross,G82 5PX,,No,LAL,,,,,,,,,,,,,,,,,,No,,,https://www.argyll-bute.gov.uk/library/cardross-library,
Argyll and Bute,Dunoon Library,248 Argyll Street,,Dunoon,PA23 7LT,125006799,No,LAL,,,,,,,,,,,,,,,,,,No,,,https://www.argyll-bute.gov.uk/library/dunoon-library,
Argyll and Bute,Helensburgh Library,West King Street,,Helensburgh,G84 8EB,,No,LAL,,,,,,,,,,,,,,,,,,No,,,https://www.argyll-bute.gov.uk/library/helensburgh-library,
Argyll and Bute,Lochgilphead Library,Manse Brae,,Lochgilphead ,PA31 8QZ,,No,LAL,,,,,,,,,,,,,,,,,,No,,,https://www.argyll-bute.gov.uk/library/lochgilphead-library,
Argyll and Bute,Oban Library,77 Albany Street,,Oban,PA34 4AL,,No,LAL,,,,,,,,,,,,,,,,,,No,,,https://www.argyll-bute.gov.uk/library/oban-library,
Argyll and Bute,Rosneath Library,Clachan Road,,Rosneath,G84 0RJ,,No,LAL,,,,,,,,,,,,,,,,,,No,,,https://www.argyll-bute.gov.uk/library/rosneath-library,
Argyll and Bute,Rothesay Library,Stuart Street ,,Rothesay ,PA20 0BX,125078545,No,LAL,,,,,,,,,,,,,,,,,,No,,,https://www.argyll-bute.gov.uk/library/rothesay-library,
Argyll and Bute,Tarbert Library,Harbour Street ,,Tarbert,PA29 6UA,,No,LAL,,,,,,,,,,,,,,,,,,No,,,https://www.argyll-bute.gov.uk/library/tarbert-library,
Argyll and Bute,Tiree Library,Cornaig,,Isle of Tiree,PA77 6XA,,No,LAL,,,,,,,,,,,,,,,,,,No,,,https://liveargyll.co.uk/facility/tiree-library/,
Argyll and Bute,Tobermory Library,Tobermory High School ,,Isle of Mull,PA75 6PB,,No,LAL,,,,,,,,,,,,,,,,,,No,,,https://liveargyll.co.uk/facility/tobermory-library/,
