Local authority,Library name,Address 1,Address 2,Address 3,Postcode,Unique property reference number,Statutory,Library type,Year opened,Year closed,Monday staffed hours,Tuesday staffed hours,Wednesday staffed hours,Thursday staffed hours,Friday staffed hours,Saturday staffed hours,Sunday staffed hours,Monday unstaffed hours,Tuesday unstaffed hours,Wednesday unstaffed hours,Thursday unstaffed hours,Friday unstaffed hours,Saturday unstaffed hours,Sunday unstaffed hours,Co-located,Co-located with,Notes,URL,Email address
Gwynedd,Bala Library,Campws Y Berwyn Campus,Ffrydan Rd,Bala,LL23 7RU,,Yes,LAL,,,,,,,,,,,,,,,,,No,,,https://www.gwynedd.llyw.cymru/en/Residents/Libraries-and-archives/Your-local-library/Bala-library.aspx,mailto:LLBala@gwynedd.llyw.cymru
Gwynedd,Bangor Library,Gwynedd Road,Bangor,Gwynedd,LL57 1DT,,Yes,LAL,,,,,,,,,,,,,,,,,No,,,https://www.gwynedd.llyw.cymru/en/Residents/Libraries-and-archives/Your-local-library/Bangor-library.aspx,mailto:LLBangor@gwynedd.llyw.cymru
Gwynedd,Barmouth Library,Station Road,Barmouth,Gwynedd,LL42 1LU,,Yes,LAL,,,,,,,,,,,,,,,,,No,,,https://www.gwynedd.llyw.cymru/en/Residents/Libraries-and-archives/Your-local-library/Barmouth-Library.aspx,mailto:LLAbermaw@gwynedd.llyw.cymru
Gwynedd,Bethesda Library,Ffordd Coetmor,Bethesda,Gwynedd,LL57 3DP,,Yes,LAL,,,,,,,,,,,,,,,,,No,,,https://www.gwynedd.llyw.cymru/en/Residents/Libraries-and-archives/Your-local-library/Bethesda-library.aspx,mailto:LLBethesda@gwynedd.llyw.cymru
Gwynedd,Blaenau Ffestiniog Library,Canolfan Maenofferen,Blaenau Ffestiniog,Gwynedd,LL41 3DL,,Yes,LAL,,,,,,,,,,,,,,,,,No,,,https://www.gwynedd.llyw.cymru/en/Residents/Libraries-and-archives/Your-local-library/Blaenau-Ffestiniog-library.aspx,mailto:LLBlaenau@gwynedd.llyw.cymru
Gwynedd,Caernarfon Library,Pavilion Hill,Caernarfon,Gwynedd,LL55 1AS,,Yes,LAL,,,,,,,,,,,,,,,,,No,,,https://www.gwynedd.llyw.cymru/en/Residents/Libraries-and-archives/Your-local-library/Caernarfon-library.aspx,mailto:LLCaernarfon@gwynedd.llyw.cymru
Gwynedd,Criccieth Library,High Street,Cricieth,Gwynedd,LL52 0RN,,Yes,LAL,,,,,,,,,,,,,,,,,No,,,https://www.gwynedd.llyw.cymru/en/Residents/Libraries-and-archives/Your-local-library/Cricieth-library.aspx,mailto:LLCriccieth@gwynedd.llyw.cymru
Gwynedd,Deiniolen Library,High Street,Deiniolen,Caernarfon,LL55 3HR,,Yes,LAL,,,,,,,,,,,,,,,,,No,,,,
Gwynedd,Dolgellau Library,Ffordd y Bala,Dolgellau,Gwynedd,LL40 2YF,,Yes,LAL,,,,,,,,,,,,,,,,,No,,,https://www.gwynedd.llyw.cymru/en/Residents/Libraries-and-archives/Your-local-library/Dolgellau-library.aspx,mailto:LLDolgellau@gwynedd.llyw.cymru
Gwynedd,Harlech Library,2 Bron Y Graig,Harlech,,LL46 2SW,,Yes,LAL,,,,,,,,,,,,,,,,,No,,,,
Gwynedd,Llanberis Library,Capel-Coch Road,Llanberis,Caernarfon,LL55 4SH,,Yes,LAL,,,,,,,,,,,,,,,,,No,,,,
Gwynedd,Nefyn Library,Rhodfa'r Môr,Nefyn,Gwynedd,LL53 6EB,,Yes,LAL,,,,,,,,,,,,,,,,,No,,,https://www.gwynedd.llyw.cymru/en/Residents/Libraries-and-archives/Your-local-library/Nefyn-library.aspx,mailto:LLNefyn@gwynedd.llyw.cymru
Gwynedd,Penrhyndeudraeth Library,Llys Deudraeth,Penrhyndeudraeth,,LL48 6BL,,Yes,LAL,,,,,,,,,,,,,,,,,No,,,,
Gwynedd,Penygroes Library,Canolfan Dechnoleg Dyffryn Nantlle,Heol Y Dwr,Penygroes,LL54 6LR,,Yes,LAL,,,,,,,,,,,,,,,,,No,,,https://www.gwynedd.llyw.cymru/en/Residents/Libraries-and-archives/Your-local-library/Penygroes-library.aspx,mailto:LLPenygroes@gwynedd.llyw.cymru
Gwynedd,Porthmadog Library,Healthy Lifestyles Centre and Library - Glaslyn,Stryd y Llan,Porthmadog,LL49 9HW,,Yes,LAL,,,,,,,,,,,,,,,,,No,,,https://www.gwynedd.llyw.cymru/en/Residents/Libraries-and-archives/Your-local-library/Porthmadog-library.aspx,mailto:LLPorthmadog@gwynedd.llyw.cymru
Gwynedd,Pwllheli Library,Neuadd Dwyfor,Stryd Penlan,Pwllheli,LL53 5DE,,Yes,LAL,,,,,,,,,,,,,,,,,No,,,https://www.gwynedd.llyw.cymru/en/Residents/Libraries-and-archives/Your-local-library/Pwllheli-library.aspx,mailto:LLPwllheli@gwynedd.llyw.cymru
Gwynedd,Tywyn Library,Neptune Road,Tywyn,Gwynedd,LL36 9HA,,Yes,LAL,,,,,,,,,,,,,,,,,No,,,https://www.gwynedd.llyw.cymru/en/Residents/Libraries-and-archives/Your-local-library/Tywyn-library.aspx,mailto:LLTywyn@gwynedd.llyw.cymru
