Local authority,Library name,Address 1,Address 2,Address 3,Postcode,Unique property reference number,Statutory,Type of library,Year opened,Year closed,Monday staffed hours,Tuesday staffed hours,Wednesday staffed hours,Thursday staffed hours,Friday staffed hours,Saturday staffed hours,Sunday staffed hours,Monday unstaffed hours,Tuesday unstaffed hours,Wednesday unstaffed hours,Thursday unstaffed hours,Friday unstaffed hours,Saturday unstaffed hours,Sunday unstaffed hours,Special hours,Co-located,Co-located with,Notes,URL,Email address
East Lothian Council,Dunbar Library,Bleachingfield Centre,,Dunbar,EH42 1DX,,Yes,LAL,,,,,,,,,,,,,,,,,,No,,,http://www.eastlothian.gov.uk/info/200259/your_local_library/486/local_libraries_in_east_lothian/4,
East Lothian Council,East Linton Library,60A High Street,,East Linton,EH40 3BX,,Yes,LAL,,,,,,,,,,,,,,,,,,No,,,http://www.eastlothian.gov.uk/info/200259/your_local_library/486/local_libraries_in_east_lothian/5,
East Lothian Council,Gullane Library,East Links Road,,Gullane,EH31 2AF,,Yes,LAL,,,,,,,,,,,,,,,,,,No,,,http://www.eastlothian.gov.uk/info/200259/your_local_library/486/local_libraries_in_east_lothian/6,
East Lothian Council,Haddington Library,The John Gray Centre,,Lodge Street ,EH41 3DX,,Yes,LAL,,,,,,,,,,,,,,,,,,No,,,http://www.eastlothian.gov.uk/info/200259/your_local_library/486/local_libraries_in_east_lothian/7,
East Lothian Council,Longniddry Library,Church Way,,Longniddry,EH32 0LW,,Yes,LAL,,,,,,,,,,,,,,,,,,No,,,http://www.eastlothian.gov.uk/info/200259/your_local_library/486/local_libraries_in_east_lothian/8,
East Lothian Council,Musselburgh Library,10 Bridge Street,,Musselburgh ,EH21 6AG,,Yes,LAL,,,,,,,,,,,,,,,,,,No,,,http://www.eastlothian.gov.uk/info/200259/your_local_library/486/local_libraries_in_east_lothian/9,
East Lothian Council,North Berwick Library,The Old School,,School Road ,EH39 4JU,,Yes,LAL,,,,,,,,,,,,,,,,,,No,,,http://www.eastlothian.gov.uk/info/200259/your_local_library/486/local_libraries_in_east_lothian/10,
East Lothian Council,Ormiston Library,5A Meadowbank,,Ormiston,EH35 5LQ,,Yes,LAL,,,,,,,,,,,,,,,,,,No,,,http://www.eastlothian.gov.uk/info/200259/your_local_library/486/local_libraries_in_east_lothian/11,
East Lothian Council,Port Seton Library,Community Centre,,South Seton Park,EH32 0BG,,Yes,LAL,,,,,,,,,,,,,,,,,,No,,,http://www.eastlothian.gov.uk/info/200259/your_local_library/486/local_libraries_in_east_lothian/12,
East Lothian Council,Prestonpans Library,West Loan,,Prestonpans,EH32 9NX,,Yes,LAL,,,,,,,,,,,,,,,,,,No,,,http://www.eastlothian.gov.uk/info/200259/your_local_library/486/local_libraries_in_east_lothian/13,
East Lothian Council,Tranent Library,Tranent Library and Local Office The George Johnstone Centre ,,35 Winton Place,EH33 1AE,,Yes,LAL,,,,,,,,,,,,,,,,,,No,,,http://www.eastlothian.gov.uk/info/200259/your_local_library/486/local_libraries_in_east_lothian/14,
East Lothian Council,Wallyford Library,Future's Way ,,Wallyford,EH21 8FF,,Yes,LAL,,,,,,,,,,,,,,,,,,No,,,http://www.eastlothian.gov.uk/info/200259/your_local_library/486/local_libraries_in_east_lothian/15,
