Local authority,Library name,Address 1,Address 2,Address 3,Postcode,Unique property reference number,Statutory,Library type,Year opened,Year closed,Monday staffed hours,Tuesday staffed hours,Wednesday staffed hours,Thursday staffed hours,Friday staffed hours,Saturday staffed hours,Sunday staffed hours,Monday unstaffed hours,Tuesday unstaffed hours,Wednesday unstaffed hours,Thursday unstaffed hours,Friday unstaffed hours,Saturday unstaffed hours,Sunday unstaffed hours,Co-located,Co-located with,Notes,URL,Email address
St. Helens,Billinge Library,Main Street,Billinge,Merseyside,WN5 7HA,,Yes,LAL,,,13:00-19:00,00:00-00:00,13:00-19:00,10:00-17:00,10:00-17:00,10:00-13:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,No,,,https://sthlibrarieswp.koha-ptfs.co.uk/,billingelibrary@sthelens.gov.uk
St. Helens,Central Library St. Helens,Victoria Square,St. Helens,Merseyside,WA10 1DY,,Yes,LAL,,2017,,,,,,,,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,No,,Closed due to building issues,,
St. Helens,Chester Lane Library,Four Acre Lane,Clock Face,Merseyside,WA9 4DE,,Yes,LAL,,,10:00-19:00,10:00-19:00,13:00-19:00,00:00-00:00,10:00-17:00,10:00-13:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,No,,,https://sthlibrarieswp.koha-ptfs.co.uk/,chesterlanelibrary@sthelens.gov.uk
St. Helens,Eccleston Library,Broadway,Eccleston,Merseyside,WA10 5PJ,,Yes,LAL,,,13:00-19:00,10:00-19:00,13:00-19:00,10:00-17:00,10:00-17:00,10:00-16:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,No,,,https://sthlibrarieswp.koha-ptfs.co.uk/,ecclestonlibrary@sthelens.gov.uk
St. Helens,Garswood Library,School Lane,Garswood,Merseyside,WN4 0TT,,Yes,LAL,,,13:00-19:00,00:00-00:00,13:00-17:00,13:00-19:00,00:00-00:00,10:00-13:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,No,,,https://sthlibrarieswp.koha-ptfs.co.uk/,garswoodlibrary@sthelens.gov.uk
St. Helens,Haydock Library,Church Road,Haydock,Merseyside,WA11 0LY,,Yes,LAL,,,10:00-19:00,00:00-00:00,10:00-19:00,10:00-19:00,13:00-19:00,10:00-13:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,No,,,https://sthlibrarieswp.koha-ptfs.co.uk/,haydocklibrary@sthelens.gov.uk
St. Helens,Moss Bank Library,Bowness Avenue,Moss Bank,Merseyside,WA11 7EQ,,No,LAL,,,13:00-19:00,10:00-19:00,00:00-00:00,10:00-17:00,10:00-19:00,10:00-13:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,No,,,https://sthlibrarieswp.koha-ptfs.co.uk/,mossbanklibrary@sthelens.gov.uk
St. Helens,Newton-le-Willows Library,Crow Lane East,Newton,Merseyside,WA12 9TU,,Yes,LAL,,,10:00-17:00,00:00-00:00,13:00-19:00,13:00-19:00,10:00-17:00,10:00-13:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,No,,,https://sthlibrarieswp.koha-ptfs.co.uk/,newtonlewillowslibrary@sthelens.gov.uk
St. Helens,Parr Library,Fleet Lane,Parr,Merseyside,WA9 1SY,,Yes,LAL,,,10:00-19:00,10:00-19:00,10:00-19:00,10:00-17:00,10:00-17:00,10:00-13:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,No,,,https://sthlibrarieswp.koha-ptfs.co.uk/,parrlibrary@sthelens.gov.uk
St. Helens,Peter Street Library,Peter Street,St. Helens,Merseyside,WA10 2EQ,,Yes,LAL,,,13:00-17:00,13:00-17:00,10:00-17:00,10:00-13:00,13:00-17:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,No,,,https://sthlibrarieswp.koha-ptfs.co.uk/,peterstreetlibrary@sthelens.gov.uk
