Local authority,Library name,Address 1,Address 2,Address 3,Postcode,Unique property reference number,Statutory,Library type,Year opened,Year closed,Monday staffed hours,Tuesday staffed hours,Wednesday staffed hours,Thursday staffed hours,Friday staffed hours,Saturday staffed hours,Sunday staffed hours,Monday unstaffed hours,Tuesday unstaffed hours,Wednesday unstaffed hours,Thursday unstaffed hours,Friday unstaffed hours,Saturday unstaffed hours,Sunday unstaffed hours,Special hours,Co-located,Co-located with,Notes,URL,Email address
Sefton,Ainsdale,Liverpool Avenue,Southport,Merseyside,PR8 3NE,,No,LAL,,2013,,,,,,,,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,,No,,,,
Sefton,Aintree,Altway,Aintree,Merseyside,L10 6LF,,No,LAL,,2013,,,,,,,,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,,No,,,,
Sefton,Birkdale,240-244 Liverpool Road,Birkdale,Merseyside,PR8 4PD,,No,LAL,,2013,,,,,,,,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,,No,,,,
Sefton,Bootle,220 Stanley Road,Bootle,Merseyside,L20 3EN,41091335,No,LAL,,,10:00-17:00,10:00-17:00,10:00-17:00,10:00-17:00,10:00-17:00,10:00-13:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,,No,,,https://www.sefton.gov.uk/schools-learning/libraries/your-local-library/bootle-library.aspx,bootle.library@sefton.gov.uk
Sefton,Churchtown,Mill Lane,Churchtown,Merseyside,PR9 7PL,,No,LAL,,2013,,,,,,,,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,,No,,,,
Sefton,College Road,College Road,Great Crosby,Merseyside,L23 3DP,,No,LAL,,2013,,,,,,,,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,,No,,,,
Sefton,Crosby,Crosby Road North,Liverpool,Merseyside,L22 0LQ,41022376,No,LAL,,,10:00-17:00,10:00-17:00,10:00-17:00,10:00-17:00,10:00-17:00,10:00-14:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,,No,,,https://www.sefton.gov.uk/schools-learning/libraries/your-local-library/crosby-library.aspx,crosby.library@sefton.gov.uk
Sefton,Edda,Liverpool Avenue,Southport,Merseyside,PR8 3NE,41053518,No,ICL,,,10:00-16:00,10:00-16:00,10:00-16:00,10:00-16:00,10:00-16:00,10:00-13:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,,No,,,,
Sefton,Formby,Duke Street,Formby,Merseyside,L37 4AN,41026770,No,LAL,,,10:00-17:00,10:00-17:00,10:00-17:00,10:00-17:00,10:00-17:00,10:00-14:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,,No,Family Wellbeing Centre,,https://www.sefton.gov.uk/schools-learning/libraries/your-local-library/formby-library.aspx,formby.library@sefton.gov.uk
Sefton,Litherland,Linacre Road,Litherland,Merseyside,L21 6NR,,No,LAL,,2013,,,,,,,,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,,No,,,,
Sefton,Meadows (Maghull),Hall Lane,Liverpool,Merseyside,L31 7BB,41216177,No,LAL,,,10:00-17:00,10:00-17:00,10:00-17:00,10:00-17:00,10:00-17:00,10:00-14:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,,No,Leisure Centre,,https://www.sefton.gov.uk/schools-learning/libraries/your-local-library/meadows-%28maghull%29-library.aspx,maghull.library@sefton.gov.uk
Sefton,Netherton,Glovers Lane,Liverpool,Merseyside,L30 3TL,41226677,No,LAL,,,10:00-17:00,10:00-17:00,10:00-17:00,10:00-17:00,10:00-17:00,10:00-13:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,,No,Leisure Centre,,https://www.sefton.gov.uk/schools-learning/libraries/your-local-library/netherton-library.aspx,netherton.library@sefton.gov.uk
Sefton,Orrell,Linacre Lane,Orrell,Merseyside,L20 6ES,,No,LAL,,2013,,,,,,,,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,,No,,,,
Sefton,Southport,112 Lord Street,Southport,Merseyside,PR8 1DJ,41056316,No,LAL,,,10:00-17:00,10:00-17:00,10:00-17:00,10:00-17:00,10:00-17:00,10:00-17:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,,No,Arts Centre,,https://www.sefton.gov.uk/schools-learning/libraries/your-local-library/southport-library.aspx,southport.library@sefton.gov.uk
