Local authority,Library name,Address 1,Address 2,Address 3,Postcode,Unique property reference number,Statutory,Library type,Year opened,Year closed,Monday staffed hours,Tuesday staffed hours,Wednesday staffed hours,Thursday staffed hours,Friday staffed hours,Saturday staffed hours,Sunday staffed hours,Monday unstaffed hours,Tuesday unstaffed hours,Wednesday unstaffed hours,Thursday unstaffed hours,Friday unstaffed hours,Saturday unstaffed hours,Sunday unstaffed hours,Special hours,Co-located,Co-located with,Notes,URL,Email address
Stockton-on-Tees,Billingham Library,Bedale Avenue,Billingham,County Durham,,,No,LAL,,2014,,,,,,,,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,,No,,,,
Stockton-on-Tees,Billingham Library & Customer Service Centre,Billingham Town Centre,Stockton-on-Tees,County Durham,TS23 2LN,,No,LAL,2014,,08:30-17:00,08:30-17:00,08:30-17:00,08:30-17:00,08:30-16:30,09:30-12:30,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,,No,SBC Customer Services Centre &Billingham Town Council,New building replaced two adjacent branch libraries in Billingham,https://www.stockton.gov.uk/arts-culture-and-leisure/libraries/find-your-local-library/billingham-library-and-customer-service-centre/,billingham.library@stockton.gov.uk
Stockton-on-Tees,Egglescliffe Library,Butterfield Drive,Eaglescliffe,County Durham,TS16 0EL,,No,LAL,,2017,,,,,,,,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,,No,,Egglescliffe Library was closed due to proximity to Yarm library and now served by mobile library and community based collections,https://www.stockton.gov.uk/arts-culture-and-leisure/libraries/find-your-local-library/egglescliffe-library/,egglescliffe.library@stockton.gov.uk
Stockton-on-Tees,Fairfield Library,Fairfield Road,Stockton-on-Tees,County Durham,TS19 7AJ,,No,LAL,,,10:00-17:00,10:00-17:00,10:00-17:00,10:00-17:00,10:00-17:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,,No,Private Nursery,Fairfield branch was reduced in size and colocated with a private nursery,https://www.stockton.gov.uk/arts-culture-and-leisure/libraries/find-your-local-library/fairfield-library/,fairfield.library@stockton.gov.uk
Stockton-on-Tees,Ingleby Barwick Library,Blair Avenue,Ingleby Barwick,County Durham,TS17 5BL,,No,LAL,,,13:00-20:00,13:00-20:00,13:00-20:00,13:00-20:00,13:00-20:00,09:00-17:00,11:00-16:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,,No,Secondary School (IB Leisure Centre from Summer 2020),"Ingleby Barwick Library is moving to a larger, purpose built space in the new Leisure Facility building in Summer 2020",https://www.stockton.gov.uk/arts-culture-and-leisure/libraries/find-your-local-library/ingleby-barwick-library/,inglebybarwick.library@stockton.gov.uk
Stockton-on-Tees,Norton Library,87 High Street,Norton,County Durham,TS20 1AE,,No,LAL,,,09:30-17:00,09:30-17:00,09:30-19:00,09:30-17:00,09:30-19:00,09:30-13:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,,No,,,https://www.stockton.gov.uk/arts-culture-and-leisure/libraries/find-your-local-library/norton-library/,norton.library@stockton.gov.uk
Stockton-on-Tees,Ragworth Neighbourhood Centre Library,St. John's Way,Stockton-on-Tees,County Durham,TS19 0FB,,No,LAL,,2016,,,,,,,,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,,No,,,,
Stockton-on-Tees,Rosebery Library,The Causeway,Billingham,County Durham,,,No,LAL,,2014,,,,,,,,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,,No,,,,
Stockton-on-Tees,Roseworth Library,Redhill Road,Stockton-on-Tees,County Durham,,,No,LAL,,2014,,,,,,,,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,,No,,,,
Stockton-on-Tees,Roseworth Library (Redhill Children's Centre),Redhill Road,Stockton-on-Tees,County Durham,TS19 9BX,,No,LAL,2014,,09:00-16:30,09:00-16:30,09:00-16:30,09:00-16:30,09:00-16:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,,No,Family Hub,Roseworth Library was colocated into a nearby Children's Centre in 2014,https://www.stockton.gov.uk/arts-culture-and-leisure/libraries/find-your-local-library/roseworth-library/,roseworth.library@stockton.gov.uk
