Local authority,Library name,Address 1,Address 2,Address 3,Postcode,Unique property reference number,Statutory,Library type,Year opened,Year closed,Monday staffed hours,Tuesday staffed hours,Wednesday staffed hours,Thursday staffed hours,Friday staffed hours,Saturday staffed hours,Sunday staffed hours,Monday unstaffed hours,Tuesday unstaffed hours,Wednesday unstaffed hours,Thursday unstaffed hours,Friday unstaffed hours,Saturday unstaffed hours,Sunday unstaffed hours,Co-located,Co-located with,Notes,URL,Email address
Shropshire,Albrighton,Station Road,Wolverhampton,Shropshire,WV7 3QH,100071566754,Yes,CL,,,10:00-17:00,10:00-17:00,00:00-00:00,10:00-17:00,10:00-17:00,10:00-14:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,Yes,Parish Council,,http://new.shropshire.gov.uk/libraries/find-a-library/albrighton-library/,Albrighton.library@shropshire.gov.uk
Shropshire,Bayston Hill,Lythwood Road,Shrewsbury,Shropshire,SY3 0NA,100071536731,Yes,LAL,,,00:00-00:00,10:00-17:00,00:00-00:00,10:00-17:00,10:00-17:00,09:30-13:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,No,,,http://new.shropshire.gov.uk/libraries/find-a-library/bayston-hill-library/,Baystonhill.library@shropshire.gov.uk
Shropshire,Bishop's Castle,"Enterprise House, Station Road",Bishops Castle,Shropshire,SY5 9AQ,,Yes,CL,,,10:00-14:00,10:00-19:00,00:00-00:00,00:00-00:00,10:00-19:00,09:30-13:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,Yes,Enterprise Southwest Shropshire,,http://new.shropshire.gov.uk/libraries/find-a-library/bishops-castle-library/,BishopsCastle.Library@shropshire.gov.uk
Shropshire,Bridgnorth,Listley Street,Bridgnorth,Shropshire,WV16 4AW,100071400907,Yes,LAL,,,09:30-18:00,09:30-17:00,09:30-17:00,00:00-00:00,09:30-17:00,09:30-15:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,No,,,http://new.shropshire.gov.uk/libraries/find-a-library/bridgnorth-library/,Bridgnorth.Library@shropshire.gov.uk
Shropshire,Broseley,The Old School,Broseley,Shropshire,TF12 5EL,100071543216,Yes,CL,,,14:00-18:00,00:00-00:00,00:00-00:00,09:30-18:00,14:00-18:00,09:30-13:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,Yes,Town Council,,http://new.shropshire.gov.uk/libraries/find-a-library/broseley-library/,Broseley.Library@shropshire.gov.uk
Shropshire,Church Stretton,Church Street,Church Stretton,Shropshire,SY6 6DQ,100071540166,Yes,LAL,,,00:00-00:00,09:30-19:30,00:00-00:00,09:30-17:00,09:30-17:00,09:30-17:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,No,,,http://new.shropshire.gov.uk/libraries/find-a-library/church-stretton-library/,ChurchStretton.Library@shropshire.gov.uk
Shropshire,Cleobury Mortimer,Love Lane,Cleobury Mortimer,Worcestershire,DY14 8PE,10014530222,Yes,CL,,,09:00-17:00,09:00-17:00,09:00-17:00,09:00-17:00,09:00-17:00,10:00-12:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,Yes,Cleobury Country,,http://new.shropshire.gov.uk/libraries/find-a-library/cleobury-mortimer-library/,CleoburyMortimer.Library@shropshire.gov.uk
Shropshire,Craven Arms,Newington Way,Craven Arms,Shropshire,SY7 9PS,100071540506,Yes,CL,,,09:00-21:00,09:00-21:00,09:00-21:00,09:00-21:00,09:00-17:30,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,Yes,Parish Council,,http://new.shropshire.gov.uk/libraries/find-a-library/craven-arms-library/,CravenArms.Library@shropshire.gov.uk
Shropshire,Ellesmere,"Library at Our Space, Trimpley Street",Ellesmere,Shropshire,SY12 0AE,100071534146,Yes,LAL,,,00:00-00:00,10:00-18:00,00:00-00:00,00:00-00:00,10:00-17:00,09:30-16:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,Yes,Bethphage,,http://new.shropshire.gov.uk/libraries/find-a-library/ellesmere-library/,Ellesmere.Library@shropshire.gov.uk
Shropshire,Gobowen,St. Martins Road,Gobowen,Shropshire,SY11 3NP,10007016964,Yes,LAL,,,00:00-00:00,10:00-17:00,00:00-00:00,10:00-17:00,00:00-00:00,10:00-13:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,No,,,http://new.shropshire.gov.uk/libraries/find-a-library/gobowen-library/,Gobowen.Library@shropshire.gov.uk
