Local authority,Library name,Address 1,Address 2,Address 3,Postcode,Unique property reference number,Statutory,Library type,Year opened,Year closed,Monday staffed hours,Tuesday staffed hours,Wednesday staffed hours,Thursday staffed hours,Friday staffed hours,Saturday staffed hours,Sunday staffed hours,Monday unstaffed hours,Tuesday unstaffed hours,Wednesday unstaffed hours,Thursday unstaffed hours,Friday unstaffed hours,Saturday unstaffed hours,Sunday unstaffed hours,Special hours,Co-located,Co-located with,Notes,URL,Email address
Doncaster,Armthorpe Community Library,Church Street,Armthorpe,South Yorkshire,DN3 3AL,,No,CRL,,,09:30-12:30,12:30-16:00,10:00-16:00,00:00-00:00,10:00-13:00,10:00-12:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,,No,,,http://library.doncaster.gov.uk/web/arena/armthorpe-community-library,
Doncaster,Askern Community Library,Station Road,Askern,South Yorkshire,DN6 0JA,,No,CRL,,,10:00-15:00,10:00-15:00,10:00-15:00,10:00-15:00,10:00-16:00,10:00-13:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,,No,,,http://library.doncaster.gov.uk/web/arena/askern-community-library,
Doncaster,Balby Community Library,High Road,Balby,South Yorkshire,DN4 0PL,,No,CRL,,,09:00-16:00,09:00-16:00,09:00-16:00,00:00-00:00,10:00-17:00,10:00-13:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,,No,,,http://library.doncaster.gov.uk/web/arena/balby-community-library,
Doncaster,Bawtry Community Library,Doncaster Road,Bawtry,South Yorkshire,DN10 6NE,,No,CRL,,,09:15-18:00,09:15-18:00,09:15-18:00,09:15-18:00,09:15-18:00,10:00-14:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,,No,,,http://library.doncaster.gov.uk/web/arena/bawtry-community-library,
Doncaster,Bentley Area Community Library,Chapel Street,Bentley,South Yorkshire,DN5 0DE,,No,CRL,,,09:00-17:00,00:00-00:00,00:00-00:00,09:00-17:00,09:00-16:00,09:00-12:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,,No,,,http://library.doncaster.gov.uk/web/arena/bentley-area-community-library,
Doncaster,Bessacarr Community Library,Alston Road,Bessacarr,South Yorkshire,DN4 7EZ,,No,CRL,,,09:30-11:30,14:00-16:30,09:30-16:30,09:30-11:30,14:00-16:30,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,,No,,,http://library.doncaster.gov.uk/web/arena/bessacarr-community-library,
Doncaster,Cantley Community Library,Goodison Boulevard,Cantley,South Yorkshire,DN4 6BT,,No,CRL,,,09:30-18:00,09:30-16:30,09:30-16:30,09:30-16:30,09:30-13:00,09:30-12:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,,No,,,http://library.doncaster.gov.uk/web/arena/cantley-community-library,
Doncaster,Carcroft,,,,,,No,LAL,,2012,,,,,,,,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,,No,,,,
Doncaster,Conisbrough Community Library,Old Road,Conisbrough,South Yorkshire,DN12 3ND,,No,CRL,,,10:00-16:00,10:00-13:00,09:00-17:00,00:00-00:00,10:00-15:00,10:00-13:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,,No,,,http://library.doncaster.gov.uk/web/arena/conisbrough-community-library,
Doncaster,Denaby Community Library & Hub,"Springwell Centre, Church Road",Denaby,South Yorkshire,DN12 4AB,,No,CRL,,,10:00-14:00,10:00-14:00,10:00-14:00,10:00-14:00,10:00-14:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,,No,,,http://library.doncaster.gov.uk/web/arena/denaby-community-library-and-hub,
