Local authority,Library name,Address 1,Address 2,Address 3,Postcode,Unique property reference number,Statutory,Library type,Year opened,Year closed,Monday staffed hours,Tuesday staffed hours,Wednesday staffed hours,Thursday staffed hours,Friday staffed hours,Saturday staffed hours,Sunday staffed hours,Monday unstaffed hours,Tuesday unstaffed hours,Wednesday unstaffed hours,Thursday unstaffed hours,Friday unstaffed hours,Saturday unstaffed hours,Sunday unstaffed hours,Special hours,Co-located,Co-located with,Notes,URL,Email address
Stirling,Balfron Library,Buchanan Street,,Balfron ,G63 0TW,,No,LAL,,,,,,,,,,,,,,,,,,No,,,http://my.stirling.gov.uk/facilities/view/64,
Stirling,Bannockburn Library,38 Quakerfield,,Bannockburn,FK7 8HS,,No,LAL,,,,,,,,,,,,,,,,,,No,,,http://my.stirling.gov.uk/facilities/view/65,
Stirling,Bridge of Allan Library,Fountain Road,,Bridge of Allan,FK9 4AT,,No,LAL,,,,,,,,,,,,,,,,,,No,,,http://my.stirling.gov.uk/facilities/view/66,
Stirling,Callander Library,South Church Street,,Callander,FK17 8BN,,No,LAL,,,,,,,,,,,,,,,,,,No,,,http://my.stirling.gov.uk/facilities/view/67,
Stirling,Cambusbarron Library,Community Centre,,St Ninians Road,FK7 9NU,,No,LAL,,,,,,,,,,,,,,,,,,No,,,http://my.stirling.gov.uk/facilities/view/68,
Stirling,Cowie Library,Burns Terrace,,Cowie,FK7 7BS,,No,LAL,,,,,,,,,,,,,,,,,,No,,,http://my.stirling.gov.uk/facilities/view/70,
Stirling,Doune Library,Main Street,,Doune,FK16 6BJ,,No,LAL,,,,,,,,,,,,,,,,,,No,,,http://my.stirling.gov.uk/facilities/view/71,
Stirling,Drymen Library,The Square,,Drymen,G63 0BL,,No,LAL,,,,,,,,,,,,,,,,,,No,,,http://my.stirling.gov.uk/facilities/view/72,
Stirling,Dunblane Library,The Institute,,High Street,FK15 0ER,,No,LAL,,,,,,,,,,,,,,,,,,No,,,http://my.stirling.gov.uk/facilities/view/73,
Stirling,Fallin Library,Stirling Road,,Fallin,FK7 7JE,,No,LAL,,,,,,,,,,,,,,,,,,No,,,http://my.stirling.gov.uk/facilities/view/74,
Stirling,Killin Library,Main Street,,Killin,FK21 8UW,,No,LAL,,,,,,,,,,,,,,,,,,No,,,http://my.stirling.gov.uk/facilities/view/75,
Stirling,Plean Library,Main Street,, Plean,FK7 8BT,,No,LAL,,,,,,,,,,,,,,,,,,No,,,http://my.stirling.gov.uk/facilities/view/77,
Stirling,Raploch Express Library,Raploch Community Campus,,Drip Road,FK8 1SD,,No,LAL,,,,,,,,,,,,,,,,,,No,,,http://my.stirling.gov.uk/facilities/view/78,
Stirling,Stirling Central Library,Corn Exchange Road,,Stirling,FK8 2HX,,No,LAL,,,,,,,,,,,,,,,,,,No,,,http://my.stirling.gov.uk/facilities/view/69,
Stirling,Strathblane Library,Kirkburn Road,,Strathblane,G63 9ED,,No,LAL,,,,,,,,,,,,,,,,,,No,,,http://my.stirling.gov.uk/facilities/view/80,
