Library name,Address 1,Postcode,URL
Inverbervie Library,Church Street,DD10 0RU,https://www.aberdeenshire.gov.uk/libraries/
Invergordon Library,High Street ,IV18 0DG,https://www.highlifehighland.com/libraries/invergordon-library/
Inverkeithing Library & Heritage Centre,Inverkeithing Local Office Civic Centre,KY11 1PA,http://onfife.com/venues/inverkeithing-library-and-heritage-centre
Inverkip and Weymss Bay Library,Inverkip Community Hub ,PA16 0FZ,https://www.inverclyde.gov.uk/community-life-and-leisure/libraries/about-our-libraries/library-locations
Inverness Library,Farraline Park,IV1 1NH,https://www.highlifehighland.com/libraries/inverness-library/
Inverurie Library,Town Hall ,AB51 3SN,https://www.aberdeenshire.gov.uk/libraries/
Irvine Library,168 High Street,KA12 8AN,http://www.geo.north-ayrshire.gov.uk/CouncilBuildingsPublic/BuildingDetails.aspx?BuildingRef=10000085
Jenny Lee (Lochgelly) Library,Lochgelly Centre,KY5 9RD,http://onfife.com/venues/jennie-lee-library
John Rodie Library,39 Annbank Road,KA6 5DZ,https://www.south-ayrshire.gov.uk/libraries/branches/mossblown-library.aspx
Johnstone Library,25 Church Street,PA5 8FA,https://libcat.renfrewshire.gov.uk/iguana/www.main.cls?v=96c85272-ef02-4d78-8ef0-f831bf46dc19
Kaimhill Library,Pitmedden Terrace,AB10 7HR,http://www.aberdeencity.gov.uk/Library_Service/Libraries_Menu.asp
Keith Library,Union Street,AB55 5DP,http://www.moray.gov.uk/moray_standard/page_39968.html
Kelso Library Contact Centre ,Bowmont Street,TD5 7JH,http://www.liveborders.org.uk/libraries_and_archives(1)/libraries/find_your_nearest_library/kelso_library_contact_centre(1).aspx
Kelty Library,Kelty Library,KY4 0DD,http://onfife.com/venues/kelty-library
Kemnay Library,Kendal Road,AB51 5RN,https://www.aberdeenshire.gov.uk/libraries/
Kennoway Library,1 Bishops Court,KY8 5LA,http://onfife.com/venues/kennoway-library
Kilbirnie Library,Avils Place,KA25 6BL,http://www.geo.north-ayrshire.gov.uk/CouncilBuildingsPublic/BuildingDetails.aspx?BuildingRef=10000086
Killin Library,Main Street,FK21 8UW,http://my.stirling.gov.uk/facilities/view/75
Kilmacolm Library,Lochwinnoch Road ,PA13 4LE,https://www.inverclyde.gov.uk/community-life-and-leisure/libraries/about-our-libraries/library-locations
Kilsyth Library,Burngreen,G65 0HT,https://culturenl.co.uk/libraries/your-library/kilsyth-library/
Kilwinning Library,St Winnings Lane,KA13 6EP,http://www.geo.north-ayrshire.gov.uk/CouncilBuildingsPublic/BuildingDetails.aspx?BuildingRef=10000087
Kincardine Library,2 Keith Street,FK10 4ND,http://onfife.com/venues/kincardine-library
Kincorth Library,Provost Watt Drive,AB12 5NA,http://www.aberdeencity.gov.uk/Library_Service/Libraries_Menu.asp
Kinlochleven Community Library,Riverside Rd,PH50 4QH,https://www.highlifehighland.com/libraries/kinlochleven-community-library/
Kintore Library,Castle Walk,AB51 0RU,https://www.aberdeenshire.gov.uk/libraries/
Kirkcaldy Galleries ,War Memorial Gardens,KY1 1YG,http://onfife.com/venues/kirkcaldy-galleries
Kirkconnel Library,Greystone Avenue,DG4 6RA,http://www.dumgal.gov.uk/article/15579/DG-Customer-Services---Kirkconnel
Kirkcudbright Library,Sheriff Court House,DG6 4JW,http://www.dumgal.gov.uk/article/15391/DG-Customer-Services---Kirkcudbright
Kirkliston Library,16 Station Road,EH29 9BE,https://www.edinburgh.gov.uk/directory_record/5064/kirkliston
Kirkton Community Library ,Derwent Avenue,DD3 0AX,http://www.leisureandculturedundee.com/kirkton-community-library
Kirkwall Library,44 Junction Road,KW15 1AG,http://www.orkneylibrary.org.uk/html/kirklibrary.htm
Kirriemuir Library,Town Hall ,DD8 4BS,http://www.angus.gov.uk/directory_record/168/kirriemuir_library
Knightswood Library,27 Dunterlie Avenue,G13 3BB,http://www.glasgowlife.org.uk/libraries/your-local-library/knightswood-library/Pages/home.aspx
Knoydart Library,The Store ,PH41 4PL,https://www.highlifehighland.com/libraries/knoydart-library/
Kyle of Lochalsh Library,Kintail House,IV40 8AB,https://www.highlifehighland.com/libraries/kyle-of-lochalsh-library/
Ladybank Library,The Maltings,KY15 7JS,http://onfife.com/venues/ladybank-library
Lairg Library,Main St,IV27 4DD,https://www.highlifehighland.com/libraries/lairg-library/
Lanark Library,16 Hope Street,ML11 7LZ,http://www.slleisureandculture.co.uk/info/89/lanark_library
Langholm Library & Customer Service Centre,Market Place,DG13 0JQ,http://www.dumgal.gov.uk/article/15404/DG-Customer-Services---Langholm
Langside Library,2 Sinclair Drive,G42 9QE,http://www.glasgowlife.org.uk/libraries/your-local-library/langside-library/Pages/home.aspx
Lanthorn Library,Lanthorn Community Centre,EH54 6NY,https://www.westlothian.gov.uk/article/2242/Lanthorn-Library-Dedridge
Larbert Library,22 Hallam Road ,FK5 3JX,http://www.falkirkcommunitytrust.org/venues/larbert-library/
Largs Library,26 Allanpark Street ,KA30 9AG,http://www.geo.north-ayrshire.gov.uk/CouncilBuildingsPublic/BuildingDetails.aspx?BuildingRef=10000088
Larkhall Library,Larkhall Area Office ,ML9 1DR,http://www.slleisureandculture.co.uk/info/90/larkhall_library
Lasswade Library,The Lasswade Centre,EH19 2LA,https://www.midlothian.gov.uk/directory_record/57/lasswade_library
Leith Library,28-30 Ferry Road,EH6 4AE,https://www.edinburgh.gov.uk/directory_record/5065/leith_library
Lennoxtown Library,46 Main Street,G66 7JJ,http://www.edlc.co.uk/libraries/your-local-library/lennoxtown
Lenzie Library,13 Alexandra Avenue,G66 5BG,http://www.edlc.co.uk/libraries/your-local-library/lenzie
Lerwick Library,Lower Hillhead,ZE1 0EL,http://www.shetland-library.gov.uk/OpeningHours.asp
Leslie Library,289 High Street,KY6 3AX,http://onfife.com/venues/leslie-library
Lesmahagow Library ,48 Abbeygreen,ML11 0EF,http://www.slleisureandculture.co.uk/info/91/lesmahagow_library
Leven Library,16 Durie Street,KY8 4HE,http://onfife.com/venues/leven-library
Library at GoMA,Royal Exchange Square,G1 3AH,http://www.glasgowlife.org.uk/libraries/your-local-library/library-at-goma/Pages/home.aspx
Library at The Bridge,1000 Westerhouse Road,G34 9JW,http://www.glasgowlife.org.uk/libraries/your-local-library/library-at-the-bridge/Pages/home.aspx
Linlithgow Library,Linlithgow Partnership Centre,EH49 7EZ,https://www.westlothian.gov.uk/article/2246/Linlithgow-Library
Linwood Library,15 Bridge Street,PA3 3DB,https://libcat.renfrewshire.gov.uk/iguana/www.main.cls?v=96c85272-ef02-4d78-8ef0-f831bf46dc19
Lionacleit Library,Sgoil Lionacleit,HS7 5PJ,http://www.cne-siar.gov.uk/library/libraries/lionacleit.asp
Loanhead Library,George Avenue,EH20 9LA,https://www.midlothian.gov.uk/directory_record/61/loanhead_library
Local History Library,Linlithgow Partnership Centre,EH49 7EQ,https://www.westlothian.gov.uk/article/2055/Local-History-Library
Loch Leven Community Library,Loch Leven Community Campus,KY13 8FQ,http://www.culturepk.org.uk/your-local-library/loch-leven-community-library/
Lochcarron Library,The Howard Doris Centre ,IV54 8UD,https://www.highlifehighland.com/libraries/lochcarron-library/
Lochee Community Library ,High Street ,DD2 3AU,http://www.leisureandculturedundee.com/lochee-community-library
Lochgilphead Library,Manse Brae,PA31 8QZ,https://www.argyll-bute.gov.uk/library/lochgilphead-library
Lochmaben Library & Customer Service Centre,Town Hall,DG11 1NQ,http://www.dumgal.gov.uk/article/15405/DG-Customer-Services---Lochmaben
Lochside Library,Lochside Road ,DG2 0LW,http://www.dumgal.gov.uk/article/15580/DG-Customer-Services---Lochside-Dumfries
Lochthorn Library,Lochthorn ,DG1 1UF,http://www.dumgal.gov.uk/article/15581/DG-Customer-Services---Lochthorn-Dumfries
Lochwinnoch Library,Old School High Street,PA12 4AB,http://www.whatsonrenfrewshire.co.uk/listings/lochwinnoch-library/
Lockerbie Library & Customer Service Centre,31-33 High Street,DG11 2JL,http://www.dumgal.gov.uk/article/15577/DG-Customer-Services---Lockerbie
Longniddry Library,Church Way,EH32 0LW,http://www.eastlothian.gov.uk/info/200259/your_local_library/486/local_libraries_in_east_lothian/8
Lossiemouth Library,Town Hall Lane,IV31 6AA,http://www.moray.gov.uk/moray_standard/page_39970.html
Macduff Library,17 High Street,AB44 1LR,https://www.aberdeenshire.gov.uk/libraries/
Mallaig Library,Mallaig & Morar Community Centre,PH41 4PX,https://www.highlifehighland.com/libraries/mallaig-library/
Maryhill Library,1508 Maryhill Road,G20 9AD,http://www.glasgowlife.org.uk/libraries/your-local-library/maryhill-library/Pages/home.aspx
Mastrick Library,Greenfern Road ,AB16 6TR,http://www.aberdeencity.gov.uk/Library_Service/Libraries_Menu.asp
Mayfield Library,1 Stone Avenue,EH22 5PB,https://www.midlothian.gov.uk/directory_record/62/mayfield_library
Maypole Library ,1 High Street,KA19 7AB,https://www.south-ayrshire.gov.uk/libraries/branches/maybole-library.aspx
McDonald Road Library,2 McDonald Road,EH7 4LU,https://www.edinburgh.gov.uk/directory_record/5066/mcdonald_road_library
Meadowbank Library,Stevenson Avenue,FK2 0GU,http://www.falkirkcommunitytrust.org/venues/meadowbank-library/
Mearns Community Campus Library,Aberdeen Road ,AB30 1ZJ,https://www.aberdeenshire.gov.uk/libraries/
Mearns Library,Mackinlay Place,G77 6EZ,http://www.ercultureandleisure.org/mearnslibrary
Meldrum Library,Colpy Road,AB51 0NT,https://www.aberdeenshire.gov.uk/libraries/
Melrose Library,18 Market Square,TD6 9PN,http://www.liveborders.org.uk/libraries_and_archives(1)/libraries/find_your_nearest_library/melrose_library(1).aspx
Menstrie Community Access Point,Dumyat Community Centre,FK11 7BL,http://www.clacksweb.org.uk/culture/menstriecap/
Menzieshill Community Library,Orleans Place ,DD2 4BH,http://www.leisureandculturedundee.com/menzieshill-community-library
Methil Library,Methill Library,KY8 3QR,http://onfife.com/venues/methil-heritage-centre
Millport Library,Garrison House,KA28 0DG,millportlibrary@north-ayrshire.gov.uk
Milngavie Library,Allander Road,G62 8PN,http://www.edlc.co.uk/libraries/your-local-library/milngavie
Milton Library,Milton Community Campus,G22 7QR,http://www.glasgowlife.org.uk/libraries/your-local-library/milton-library/Pages/home.aspx
Mintlaw Library,Newlands Road,AB42 5GP,https://www.aberdeenshire.gov.uk/libraries/
Mitchell Library,North Street ,G3 7DN,http://www.glasgowlife.org.uk/libraries/the-mitchell-library/Pages/home.aspx
Moffat Library,High Street,DG10 9HF,http://www.dumgal.gov.uk/article/15578/DG-Customer-Services---Moffat
Monifieth Library,High Street ,DD5 4AE,http://www.angus.gov.uk/directory_record/169/monifieth_library
Montrose Library,High Street,DD10 8PH,http://www.angus.gov.uk/directory_record/170/montrose_library
Moodiesburn Library,Glenmanor Avenue,G69 0DL,https://culturenl.co.uk/libraries/your-library/moodiesburn-library/
Moredun Library,Moredun Park Road,EH17 7HL,https://www.edinburgh.gov.uk/directory_record/5067/moredun_library
Morningside Library,184 Morningside Road,EH10 4PU,https://www.edinburgh.gov.uk/directory_record/5068/morningside_library
Mossblown Library,39 Annbank Road,KA6 5DZ,http://www.south-ayrshire.gov.uk/libraries/
Motherwell Library,35 Hamilton Road,ML1 3BZ,https://culturenl.co.uk/libraries/your-library/motherwell-library/
Muir of Ord Library,Great North Road,IV6 7RR,https://www.highlifehighland.com/libraries/muir-of-ord-library/
Muirhouse Library,15 Pennywell Court,EH4 4TZ,https://www.edinburgh.gov.uk/directory_record/5069/muirhouse_library
Musselburgh Library,10 Bridge Street,EH21 6AG,http://www.eastlothian.gov.uk/info/200259/your_local_library/486/local_libraries_in_east_lothian/9
Nairn Library,High Street,IV12 4BS,https://www.highlifehighland.com/libraries/nairn-library/
Neilston Library,Main Street,G78 3NN,http://www.ercultureandleisure.org/neilstonlibrary
Netherlee Library,Netherlee Pavilion,G44 3PG,http://www.ercultureandleisure.org/netherleelibrary
New Pitsligo Library,79 High Street,AB43 6NH,https://www.aberdeenshire.gov.uk/libraries/
New Stevenston Library,Coronation Road East,ML1 4HX,https://culturenl.co.uk/libraries/your-library/new-stevenston-library/
Newarthill Library,Kirkhall Road,ML1 5BB,https://culturenl.co.uk/libraries/your-library/newarthill-library/
Newbattle Library,Newbattle Community Campus,EH22 4SX,https://www.midlothian.gov.uk/directory_record/20096725/newbattle_library
Newburgh Library,Tayside Institute,KY14 6DA,http://onfife.com/venues/newburgh-heritage-centre
Newington Library,17-21 Fountainhall Road ,EH9 2LN,https://www.edinburgh.gov.uk/directory_record/5070/newington_library
Newmachar Library,School Road,AB21 0WB,https://www.aberdeenshire.gov.uk/libraries/
Newmains Library,The NCT Centre  ,ML2 9AX,https://culturenl.co.uk/libraries/your-library/newmains-library/
Newmilns Library,4 Craigview Road,KA16 9DQ,http://eastayrshireleisure.com/index.php?a=venuedetail&id=6&venueid=54
Newport Library,Blyth Hall,DD6 8DD,http://onfife.com/venues/newport-library
Newton Stewart Library & Customer Service Centre,Church Street ,DG8 6ER,http://www.dumgal.gov.uk/article/15584/DG-Customer-Services---Newton-Stewart
Newtongrange Library,St Davids,EH22 4LG,https://www.midlothian.gov.uk/directory_record/63/newtongrange_library
Newtonhill Library,Coastal Car Park,AB39 3UL,https://www.aberdeenshire.gov.uk/libraries/
North Berwick Library,The Old School,EH39 4JU,http://www.eastlothian.gov.uk/info/200259/your_local_library/486/local_libraries_in_east_lothian/10
North Inch Community Library,North Inch Community Campus,PH1 5BF,http://www.culturepk.org.uk/your-local-library/north-inch-community-library/
Northfield Library,Byron Square,AB16 7LL,http://www.aberdeencity.gov.uk/Library_Service/Libraries_Menu.asp
Oakley Library,Oakley Campus,KY12 9RJ,http://onfife.com/venues/oakley-library
Oban Library,77 Albany Street,PA34 4AL,https://www.argyll-bute.gov.uk/library/oban-library
Ormiston Library,5A Meadowbank,EH35 5LQ,http://www.eastlothian.gov.uk/info/200259/your_local_library/486/local_libraries_in_east_lothian/11
Oxgangs Library,343 Oxgangs Road North ,EH13 9LY,https://www.edinburgh.gov.uk/directory_record/5071/oxgangs_library
Paisley Library / Heritage Centre,15 Mill Street,PA1 1ND,https://libcat.renfrewshire.gov.uk/iguana/www.main.cls?v=96c85272-ef02-4d78-8ef0-f831bf46dc19
Parkhall Library,Hawthorn Street,G81 3EF,http://www.west-dunbarton.gov.uk/libraries/library-branches/parkhall-library/
Parkhead Library,64 Tollcross Road,G31 4XA,http://www.glasgowlife.org.uk/libraries/your-local-library/parkhead-library/Pages/home.aspx
Partick Library,305 Dumbarton Road,G11 6AB,http://www.glasgowlife.org.uk/libraries/your-local-library/partick-library/Pages/home.aspx
Patna Library,Whitehill Avenue,KA6 7LY,http://eastayrshireleisure.com/index.php?a=venuedetail&id=6&venueid=56
Peebles Library,Chambers Institute,EH45 8AG,http://www.liveborders.org.uk/libraries_and_archives(1)/libraries/find_your_nearest_library/peebles_library(1).aspx
Penicuik Library,Carlops Road,EH26 9EP,https://www.midlothian.gov.uk/directory_record/64/penicuik_library
Peterhead Llibrary,51 St Peter Street ,AB42 1QD,https://www.aberdeenshire.gov.uk/libraries/
Piershill Library,30 Piersfield Terrace ,EH8 7BQ,https://www.edinburgh.gov.uk/directory_record/5072/piershill_library
Pitlochry Library,26 Atholl Road,PH16 5BX,pitlochrylibrary@culturepk.org.uk
Plean Library,Main Street,FK7 8BT,http://my.stirling.gov.uk/facilities/view/77
Plockton Library,Village Hall,IV52 8TG,https://www.highlifehighland.com/libraries/plockton-library/
Pollok Library,Pollok Civic Realm,G53 6EW,http://www.glasgowlife.org.uk/libraries/your-local-library/pollok-library/Pages/home.aspx
Pollokshaws Library,50/60 Shawbridge Street,G43 1RW,http://www.glasgowlife.org.uk/libraries/your-local-library/pollokshaws-library/Pages/home.aspx
Pollokshields Library,30 Leslie Street,G41 2TE,http://www.glasgowlife.org.uk/libraries/your-local-library/pollokshields-library/Pages/home.aspx
Port Glasgow Library,Fore Street,PA14 5EQ,https://www.inverclyde.gov.uk/community-life-and-leisure/libraries/about-our-libraries/library-locations
Port Seton Library,Community Centre,EH32 0BG,http://www.eastlothian.gov.uk/info/200259/your_local_library/486/local_libraries_in_east_lothian/12
Port William Library,Maxwell Hall,DG8 9SD,http://www.dumgal.gov.uk/article/15585/DG-Customer-Services---Port-William
Portlethen Library,Bruntland Road,AB12 4QL,https://www.aberdeenshire.gov.uk/libraries/
Portobello Library,14 Rosefield Avenue ,EH15 1AU,https://www.edinburgh.gov.uk/directory_record/5073/portobello_library
Portree Community Library,Viewfield Road ,IV51 9ET,https://www.highlifehighland.com/libraries/portree-library/
Portsoy Library,Arid Green,AB45 2RH,https://www.aberdeenshire.gov.uk/libraries/
Possilpark Library,127 Allander Street,G22 5JJ,http://www.glasgowlife.org.uk/libraries/your-local-library/possilpark-library/Pages/home.aspx
Prestonpans Library,West Loan,EH32 9NX,http://www.eastlothian.gov.uk/info/200259/your_local_library/486/local_libraries_in_east_lothian/13
Prestwick Library,14 Kyle Street,KA9 1PQ,https://www.south-ayrshire.gov.uk/libraries/branches/prestwick-library.aspx
Pumpherston Library,Pumpherston and Uphall Station Community Primary School ,EH53 0LF,https://www.westlothian.gov.uk/article/2247/Pumpherston-Library
Ralston Library,Ralston Community Centre,PA1 3BL,https://libcat.renfrewshire.gov.uk/iguana/www.main.cls?v=96c85272-ef02-4d78-8ef0-f831bf46dc19
Raploch Express Library,Raploch Community Campus,FK8 1SD,http://my.stirling.gov.uk/facilities/view/78
Ratho Library,6 School Wynd,EH28 8TT,https://www.edinburgh.gov.uk/directory_record/5074/ratho_library
Renfrew Library,Paisley Road,PA4 8LJ,https://libcat.renfrewshire.gov.uk/iguana/www.main.cls?v=96c85272-ef02-4d78-8ef0-f831bf46dc19
Riddrie Library,1020 Cumbernauld Road,G33 2QS,http://www.glasgowlife.org.uk/libraries/your-local-library/riddrie-library/Pages/home.aspx
Rosehearty Library ,Pitsligo Street,AB43 7JL,https://www.aberdeenshire.gov.uk/libraries/
Rosneath Library,Clachan Road,G84 0RJ,https://www.argyll-bute.gov.uk/library/rosneath-library
Rosyth Library,Parkgate,KY11 2JW,http://onfife.com/venues/rosyth-library
Rothes Halls Library,Kingdom Shopping Centre,KY7 5NX,http://onfife.com/venues/rothes-halls-library
Rothesay Library,Stuart Street ,PA20 0BX,https://www.argyll-bute.gov.uk/library/rothesay-library
Royston Library,67 Royston Road,G21 2QW,http://www.glasgowlife.org.uk/libraries/your-local-library/royston-library/Pages/home.aspx
Rutherglen Library,163 Main Street,G73 2HB,http://www.slleisureandculture.co.uk/info/92/rutherglen_library
Saltcoats Library,Springvale Place,KA21 5LS,http://www.geo.north-ayrshire.gov.uk/CouncilBuildingsPublic/BuildingDetails.aspx?BuildingRef=10000090
Sanquhar Library,106 High Street,DG4 6DZ,http://www.dumgal.gov.uk/article/15392/DG-Customer-Services---Sanquhar
Sauchie Community Access Point,42-48 Main Street,FK10 3JY,http://www.clacksweb.org.uk/culture/sauchiecap/
Scone Library,Sandy Road,PH2 6LJ,http://www.culturepk.org.uk/your-local-library/scone-library/
Scottish Borders Library Headquarters ,St Mary's Mill ,TD7 5EW,http://www.liveborders.org.uk/find_your_nearest_library/library_headquarters_and_local_studies.aspx
Selkirk Library,Ettrick Terrace,TD7 4LE,http://www.liveborders.org.uk/libraries_and_archives(1)/libraries/find_your_nearest_library/selkirk_library(1).aspx
Shettleston Library,154 Wellshot Road,G32 7AX,http://www.glasgowlife.org.uk/libraries/your-local-library/shettleston-library/Pages/home.aspx
Shotts Library,Benhar Road,ML7 5EN,https://culturenl.co.uk/libraries/your-library/shotts-library/
Sighthill Library,Gate 55,EH11 4PB,https://www.edinburgh.gov.uk/directory_record/5075/sighthill_library
Skelmorlie Library,Skelmorlie Community Centre,PA17 5AQ,http://www.geo.north-ayrshire.gov.uk/CouncilBuildingsPublic/BuildingDetails.aspx?BuildingRef=10000091
Slamannan Library,High Street,FK1 3EX,http://www.falkirkcommunitytrust.org/venues/slamannan-library/
South Neighbourhood Office & Library,40 Captain's Road,EH17 8QF,https://www.edinburgh.gov.uk/directory_record/13909/south_neighbourhood_office_and_library
South Queensferry Library,9 Shore Road,EH30 9RD,https://www.edinburgh.gov.uk/directory_record/5076/south_queensferry_library
South West Library,Barrâ€™s Cottage,PA16 9HG,https://www.inverclyde.gov.uk/community-life-and-leisure/libraries/about-our-libraries/library-locations
Springburn Library,Kay Street,G21 1JY,http://www.glasgowlife.org.uk/libraries/your-local-library/springburn-library/Pages/home.aspx
Springside Library,Springside Community Centre ,KA11 3BG,http://www.geo.north-ayrshire.gov.uk/CouncilBuildingsPublic/BuildingDetails.aspx?BuildingRef=10000092
St Andrews Library,Church Square,KY16 9NN,http://onfife.com/venues/st-andrews-library
St Leonards Library,St Leonards Square,G74 2AT,http://www.slleisureandculture.co.uk/info/93/st_leonards_library
St Monans Library,St. Monans Town Hall,KY10 2DH,http://onfife.com/venues/st-monans-library
Stepps Library,10 Blenheim Avenue,G33 6FH,https://culturenl.co.uk/libraries/your-library/stepps-library/
Stevenston Library,1 Main Street,KA20 3AB,http://www.geo.north-ayrshire.gov.uk/CouncilBuildingsPublic/BuildingDetails.aspx?BuildingRef=10000078
Stewarton Library,Stewarton Area Centre,KA3 5AP,http://eastayrshireleisure.com/index.php?a=venuedetail&id=6&venueid=57
Stirling Central Library,Corn Exchange Road,FK8 2HX,http://my.stirling.gov.uk/facilities/view/69
Stockbridge Library,11 Hamilton Place ,EH3 5BA,https://www.edinburgh.gov.uk/directory_record/5077/stockbridge_library
Stonehaven Library,Evan Street,AB39 2ET,https://www.aberdeenshire.gov.uk/libraries/
Stonehouse Library,2 Udston Mill Road,ML9 3JL,http://www.slleisureandculture.co.uk/info/94/stonehouse_library
Stornoway Library,19 Cromwell Street ,HS1 2DA,http://www.cne-siar.gov.uk/library/libraries/stornoway.asp
Stranraer Library & Customer Service Centre,North Strand Street,DG9 7LD,http://www.dumgal.gov.uk/article/15586/DG-Customer-Services---Stranraer
Strathaven Library,Glasgow Road,ML10 6LZ,http://www.slleisureandculture.co.uk/info/95/strathaven_library
Strathblane Library,Kirkburn Road,G63 9ED,http://my.stirling.gov.uk/facilities/view/80
Strathearn Community Library,Strathearn Community Campus,PH7 3JN,http://www.culturepk.org.uk/your-local-library/strathearn-community-library/
Strichen Library ,59a Water Street ,AB43 6ST,https://www.aberdeenshire.gov.uk/libraries/
Stromness Library,Warehouse Buildings ,KW16 3AA,http://www.orkneylibrary.org.uk/html/stromlibrary.htm
Symington Library,Brewlands Road,KA1 5QZ,https://www.south-ayrshire.gov.uk/libraries/branches/symington-library.aspx
Tain Library,Stafford St,IV19 1AZ,https://www.highlifehighland.com/libraries/tain-library/
Tarbert Library,Harbour Street ,PA29 6UA,https://www.argyll-bute.gov.uk/library/tarbert-library
Tarbert Library,Sir E. Scott School,HS3 3BG,http://www.cne-siar.gov.uk/library/libraries/tarbert.asp
Tarbolton Library,Tarbolton Community Campus ,KA5 5QA,https://www.south-ayrshire.gov.uk/libraries/branches/tarbolton-library.aspx
Tayport Library,Municipal Buildings,DD6 9JY,http://onfife.com/venues/tayport-library
Templehall Library,Beauly Place,KY2 6EX,http://onfife.com/venues/templehall-library
Thornhill LIbrary,Townhead Street,DG3 5NW,https://www.dumgal.gov.uk/article/15583/DG-Customer-Services-Thornhill
Thornliebank Library,1 Spiersbridge Road,G46 7JS,http://www.ercultureandleisure.org/thornliebanklibrary
Thurso Library,Davidson's Lane,KW14 7AF,https://www.highlifehighland.com/libraries/thurso-library/
Tillicoultry Ben Cleuch Centre,Ben Cleuch Centre ,FK13 6AG,http://www.clacksweb.org.uk/culture/tillicoultrycap/
Tillydrone Library,Pennan Road,AB24 2UD,http://www.aberdeencity.gov.uk/Library_Service/Libraries_Menu.asp
Tiree Library,Cornaig,PA77 6XA,https://liveargyll.co.uk/facility/tiree-library/
Tobermory Library,Tobermory High School ,PA75 6PB,https://liveargyll.co.uk/facility/tobermory-library/
Tomintoul Library,Tomintoul Primary School  ,AB37 9HA,http://www.moray.gov.uk/moray_standard/page_39973.html
Torry Library,Victoria Road,AB11 9NJ,http://www.aberdeencity.gov.uk/Library_Service/Libraries_Menu.asp
Tranent Library,Tranent Library and Local Office The George Johnstone Centre ,EH33 1AE,http://www.eastlothian.gov.uk/info/200259/your_local_library/486/local_libraries_in_east_lothian/14
Troon Library,5 South Beach,KA10 6EF,https://www.south-ayrshire.gov.uk/libraries/branches/troon-library.aspx
Tullibody Library,Tullibody Civic Centre,FK10 2RS,http://www.clacksweb.org.uk/culture/tullibodylibrary/
Turriff Library,Grange Villa ,AB53 4AE,https://www.aberdeenshire.gov.uk/libraries/
Uddingston Library,51 Bellshill Road,G71 7PA,http://www.slleisureandculture.co.uk/info/97/uddingston_library
Ullapool Community Library,Mill Street,IV26 2UN,https://www.highlifehighland.com/libraries/ullapool-community-library/
Uplawmoor Library,Mure Hall,G78 4AD,http://www.ercultureandleisure.org/uplawmoorlibrary
Valleyfield Library,Valleyfield Community Centre,KY12 8UA,http://onfife.com/venues/valleyfield-library
Viewpark Library,Burnhead Street,G71 5AT,https://culturenl.co.uk/libraries/your-library/viewpark-library/
Waid Community Campus,St Andrews Road ,KY10 3GY,http://onfife.com/venues/waid-library
Wallyford Library,Future's Way ,EH21 8FF,http://www.eastlothian.gov.uk/info/200259/your_local_library/486/local_libraries_in_east_lothian/15
West Calder Library,Main Street,EH55 8BQ,https://www.westlothian.gov.uk/article/2254/West-Calder-Library
West Kilbride Library,Halfway Street,KA23 9EQ,http://www.geo.north-ayrshire.gov.uk/CouncilBuildingsPublic/BuildingDetails.aspx?BuildingRef=10000093
West Lothian College Library,Almondvale Crescent ,EH54 7EP,https://www.westlothian.gov.uk/article/2866/West-Lothian-College-Library
Wester Hailes Library,1 West Side Plaza,EH14 2ST,https://www.edinburgh.gov.uk/directory_record/5078/wester_hailes_library
Westerton Library,82 Maxwell Avenue,G61 1NZ,http://www.edlc.co.uk/libraries/your-local-library/westerton
Westhill Library,Westhill Drive,AB32 6FY,https://www.aberdeenshire.gov.uk/libraries/
Whattriggs Community Library,Whattriggs Primary School,KA1 3RB,https://eastayrshireleisure.com/index.php?a=venuedetail&id=6&venueid=40
Whitburn Library,Union Road,EH47 0AR,https://www.westlothian.gov.uk/article/2261/Whitburn-Library
Whitehills Library,Loch Street,AB45 2LT,https://www.aberdeenshire.gov.uk/libraries/
Whiteinch Library,14 Victoria Park Drive South,G14 9RL,http://www.glasgowlife.org.uk/libraries/your-local-library/whiteinch-library/Pages/home.aspx
Whithorn Library,St John's Street,DG8 8PF,http://www.dumgal.gov.uk/article/15587/DG-Customer-Services---Whithorn
Whittfield Community Library,The Crescent ,DD4 0HU,http://www.leisureandculturedundee.com/whitfield-community-library
Wick Library,7 Newton Road ,KW1 5SA,https://www.highlifehighland.com/libraries/wick-library/
"Wigtown, John McNellie Library",Wigtown County Buildings,DG8 9JH,http://www.dumgal.gov.uk/article/15588/DG-Customer-Services---John-McNellie-Library-Wigtown
William Patrick Library,2-4 West high Street ,G66 1AD,http://www.edlc.co.uk/libraries/your-local-library/william-patrick
Windmill LIbrary,Windmill Road,KY1 3AL,http://onfife.com/venues/windmill-library
Wishaw Library,The Houldsworth Centre,ML2 7LP,https://culturenl.co.uk/libraries/your-library/wishaw-library/
Woodside Library,343 St Georges Road,G3 6JQ,http://www.glasgowlife.org.uk/libraries/your-local-library/woodside-library/Pages/home.aspx
Woodside Library ,Clifton Road,AB15 7RF,http://www.aberdeencity.gov.uk/Library_Service/Libraries_Menu.asp
Yell Community Library,Mid Yell Junior High School ,ZE2 9BN,http://www.shetland-library.gov.uk/OpeningHours.asp
