Local authority,Library name,Address 1,Address 2,Address 3,Postcode,Unique property reference number,Statutory,Type of library,Year opened,Year closed,Monday staffed hours,Tuesday staffed hours,Wednesday staffed hours,Thursday staffed hours,Friday staffed hours,Saturday staffed hours,Sunday staffed hours,Monday unstaffed hours,Tuesday unstaffed hours,Wednesday unstaffed hours,Thursday unstaffed hours,Friday unstaffed hours,Saturday unstaffed hours,Sunday unstaffed hours,Special hours,Co-located,Co-located with,Notes,URL,Email address
Westmorland and Furness Council,Alston (Local Link),"Alston Town Hall, Front Street",Alston,Cumbria,CA9 3RF,,No,LAL,,,10:00-17:00,10:00-15:00,10:00-15:00,10:00-17:00,10:00-17:00,10:00-15:00,,,,,,,,,,Yes,Tourist Information,"Alston Library closes for lunch from 12.30 to 13.00 everyday it is open. It has winter and summer opening hours - Winter 34 per week, summer 48 per week",,penrith.library@cumbria.gov.uk
Westmorland and Furness Council,Ambleside Library,Kelsick Road,Ambleside,Cumbria,LA22 0BZ,,No,LAL,,,10:00-17:00,13:00-18:00,10:00-17:00,,10:00-17:00,10:00-13:00,,,,,,,,,,No,,,,
Westmorland and Furness Council,Appleby Library,Low Wiend,Appleby-in-Westmorland,Cumbria,CA16 6QP,,Yes,LAL,,,10:00-19:00,14:00-17:00,14:00-17:00,,10:00-17:00,10:00-12:00,,,,,,,,,,No,,Appleby library closes for lunch 12.30-13.30 on Monday and Friday,,penrith.library@cumbria.gov.uk
Westmorland and Furness Council,Arnside Library Link,"Educational Institute, Church Hill",Carnforth,Cumbria,LA5 0DA,,Yes,LAL,,,09:00-19:00,09:00-19:00,09:00-19:00,09:00-19:00,09:00-19:00,09:00-17:00,,,,,,,,,,No,,,,
Westmorland and Furness Council,Askam Library,Lord Street,Askam-in-Furness,Cumbria,LA16 7AQ,,Yes,LAL,,,15:00-17:30,10:00-13:00,,14:00-17:00,14:00-17:00,10:00-14:00,,,,,,,,,,No,,,,askam.library@cumbria.gov.uk
Westmorland and Furness Council,Barrow Island Library Link,"Barrow Island CDC, Island Road",Barrow-in-Furness,Cumbria,LA14 2SR,,No,LAL,,2018,,,,,,,,,,,,,,,,No,,,,
Westmorland and Furness Council,Barrow Library,Ramsden Square,Barrow-in-Furness,Cumbria,LA14 1LL,36007250,Yes,LAL,,,09:30-18:00,09:30-18:00,09:30-18:00,09:30-18:00,09:30-17:00,10:00-16:00,,,,,,,,,,No,,,,barrow.library@cumbria.gov.uk
Westmorland and Furness Council,Bolton Book Drop,Bolton Memorial Hall,Appleby-in-Westmorland,Cumbria,CA16 6AX,,No,CRL,,,,13:00-15:30,,,,,,,,,,,,,,No,,,,penrith.library@cumbria.gov.uk
Westmorland and Furness Council,Broughton in Furness (Library Link),"Victory Hall, Station Road",Broughton-in-Furness,Cumbria,LA20 6HN,,Yes,LAL-,,,09:00-17:00,09:00-17:00,09:00-17:00,09:00-17:00,09:00-17:00,,,,,,,,,,,No,,,,
Westmorland and Furness Council,Burton Book Drop,"Burton Memorial Hall, Main Street",Burton-in-Kendal,Cumbria,LA6 1NA,,Yes,ICL,,,10:00-11:00,,,,,,,,,,,,,,,No,,,,
Westmorland and Furness Council,Coniston (Library Link),John Ruskin Institute,Coniston,Cumbria,LA21 8DU,,Yes,LAL,,,09:00-17:00,,09:00-17:00,,09:00-17:00,,,,,,,,,,,No,,,,
Westmorland and Furness Council,Dalston Library Link,"St. Michael's Church, 1 The Square",Dalston,Cumbria,CA5 7PJ,,Yes,LAL,,,,09:00-12:00,13:00-16:00,13:00-16:00,,10:00-12:00,,,,,,,,,,No,,,,carlisle.library@cumbria.gov.uk
Westmorland and Furness Council,Dalton-in-Furness Library Link,Nelson Street,Dalton-in-Furness,Cumbria,LA15 8AF,,Yes,LAL-,,,09:00-19:00,09:00-19:00,09:00-19:00,09:00-19:00,09:00-19:00,,,,,,,,,,,Yes,Community Centre,,,dalton.library@cumbria.gov.uk
Westmorland and Furness Council,Dent (Library Link),"Dent Reading Room, Main Street",Dent,Cumbria,LA10 5QL,,Yes,LAL,,,,09:00-19:00,,,,09:00-14:00,,,,,,,,,,No,,,,
Westmorland and Furness Council,Grange over Sands Library,Grange Fell Road,Grange-over-Sands,Cumbria,LA11 6BQ,,Yes,LAL,,,10:00-17:00,10:00-17:00,10:00-17:00,10:00-17:00,10:00-17:00,10:00-13:00,,,,,,,,,,No,,,,
Westmorland and Furness Council,Holme book drop,"Holme Parish Hall, Duke Street",Holme,Cumbria,LA6 1PY,,No,ICL,,,,,,10:00-12:00,,,,,,,,,,,,No,,,,
Westmorland and Furness Council,Kendal Library,Stricklandgate,Kendal,Cumbria,LA9 4PY,100110759779,Yes,LAL,,,09:30-17:00,09:30-17:00,09:30-19:00,09:30-13:00,09:30-17:00,09:30-16:00,,,,,,,,,,No,,,,
Westmorland and Furness Council,Kirkby Lonsdale Library,Chapel Lane,Carnforth,Cumbria,LA6 2AL,,Yes,LAL,,,,13:30-19:00,,09:30-17:00,13:30-17:00,10:00-12:30,,,,,,,,,,No,,,,
Westmorland and Furness Council,Kirkby Stephen (Local Link),"Old Grammar School, Vicarage Lane",Kirkby Stephen,Cumbria,CA17 4QX,,Yes,LAL,,,10:00-17:00,,10:00-17:00,,10:00-17:00,10:00-13:00,,,,,,,,,,No,,Kirkby stephen Library closes for lunch 12.30-13.30 every day it is open,,penrith.library@cumbria.gov.uk
Westmorland and Furness Council,Lazonby Co-op (Library Link),Henderson Building,Penrith,Cumbria,CA10 1BG,,Yes,LAL-,,,07:30-20:00,07:30-20:00,07:30-20:00,07:30-20:00,07:30-20:00,07:30-20:00,09:00-13:00,,,,,,,,,No,,,,penrith.library@cumbria.gov.uk
Westmorland and Furness Council,Milnthorpe (Local Link),19 The Square,Milnthorpe,Cumbria,LA7 7QJ,,Yes,LAL,,,14:00-18:00,,14:00-17:00,,10:00-17:00,10:00-12:30,,,,,,,,,,No,,,,
Westmorland and Furness Council,Ormsgill (Library Link),Ormsgill Primary School,Barrow-in-Furness,Cumbria,LA14 4AR,,Yes,LAL-,,,,09:30-14:00,09:30-14:00,09:30-14:00,,,,,,,,,,,,No,,,,
Westmorland and Furness Council,Penrith Library,St Andrews Churchyard,Penrith,Cumbria,CA11 7YA,10070534870,Yes,LAL,,,09:30-18:00,09:30-18:00,09:30-17:00,09:30-17:00,09:30-17:00,09:30-16:00,,,,,,,,,,No,,,,penrith.library@cumbria.gov.uk
Westmorland and Furness Council,Roose Library,91-93 Roose Road,Barrow-in-Furness,Cumbria,LA13 9RJ,,Yes,LAL,,,10:00-17:30,10:00-17:30,10:00-13:00,10:00-17:30,10:00-17:00,10:00-13:00,,,,,,,,,,No,,,,roose.library@cumbria.gov.uk
Westmorland and Furness Council,Sedbergh Library,Main Street,Sedbergh,Cumbria,LA10 5BN,,Yes,LAL,,,17:00-19:00,,10:00-17:00,,14:00-17:00,10:00-12:30,,,,,,,,,,No,,,,
Westmorland and Furness Council,Shap Library,"The Old Courthouse, Main Street",Penrith,Cumbria,CA10 3NL,,No,CRL,,,10:00-14:00,14:00-17:00,12:00-14:00,14:00-17:00,14:00-18:00,10:00-14:00,14:00-17:00,,,,,,,,,No,,,,
Westmorland and Furness Council,Tebay Book Drop,"St. James Church, Church Street",Tebay,Cumbria,CA10 3UY,,No,CRL,,,10:00-12:00,,,,,,,,,,,,,,,No,,,,penrith.library@cumbria.gov.uk
Westmorland and Furness Council,Ulverston Library,Kings Road,Ulverston,Cumbria,LA12 0BT,,Yes,LAL,,,09:00-17:00,09:00-17:00,09:00-13:00,09:00-18:00,09:00-17:00,09:30-13:00,,,,,,,,,,No,,,,
Westmorland and Furness Council,Walney Library,Central Drive,Barrow-in-Furness,Cumbria,LA14 3HY,,Yes,LAL,,,10:00-17:30,10:00-17:30,10:00-17:30,,10:00-17:00,10:00-13:00,,,,,,,,,,No,,,,walney.library@cumbria.gov.uk
Westmorland and Furness Council,Windermere Library,Ellerthwaite,Windermere,Cumbria,LA23 2AJ,,Yes,LAL,,,09:30-13:00,09:30-17:00,,09:30-17:00,09:30-17:00,10:00-13:00,,,,,,,,,,No,,,,
