Local authority,Library name,Address 1,Address 2,Address 3,Postcode,Unique property reference number,Statutory,Type of library,Year opened,Year closed,Monday staffed hours,Tuesday staffed hours,Wednesday staffed hours,Thursday staffed hours,Friday staffed hours,Saturday staffed hours,Sunday staffed hours,Monday unstaffed hours,Tuesday unstaffed hours,Wednesday unstaffed hours,Thursday unstaffed hours,Friday unstaffed hours,Saturday unstaffed hours,Sunday unstaffed hours,Special hours,Co-located,Co-located with,Notes,URL,Email address
Manchester City Council,Abraham Moss Library,Crescent Road,Crumpsall,Greater Manchester,M8 5UF,10090241369,No,LAL,,,09:00-17:00,09:00-17:00,09:00-20:00,,09:00-17:00,09:00-17:00,,,,,,,,,,Yes,Abraham Moss Leisure Centre,"New library and leisure centre development, due to open in 2022",,crumpsall.library@manchester.gov.uk
Manchester City Council,Arcadia library & Leisure Centre,Yew Tree Avenue,Levenshulme,Greater Manchester,M19 3PH,100012680102,No,LAL,2016,,06:30-22:00,06:30-22:00,06:30-22:00,06:30-22:00,06:30-22:00,09:00-17:00,09:00-17:00,,,,,,,,,Yes,Arcadia Leisure Centre,,,levenshulmelibrary@manchester.gov.uk
Manchester City Council,Avenue Library & Learning Centre,Victoria Avenue East,Blackley,Greater Manchester,M9 6HW,10090425393,No,LAL,2015,,09:00-20:00,09:00-17:00,,09:00-20:00,09:00-17:00,09:00-17:00,,,,,,,,,,Yes,Manchester Adult Education Service,,,avenuelibrary@manchester.gov.uk
Manchester City Council,Barlow Moor Community Library,23 Merseybank Avenue,Chorlton,Greater Manchester,M21 7NN,10090669004,No,CRL,,,09:30-16:00,09:30-16:00,09:30-16:00,09:30-16:00,09:30-16:00,09:30-12:00,,,,,,,,,,Yes,Barlow Moor Community Association,,,chorltonlibrary@manchester.gov.uk
Manchester City Council,Beswick Library,60 Grey Mare Lane,Beswick,Greater Manchester,M11 3DS,10023053468,Yes,LAL,2011,,09:00-17:00,09:00-17:00,09:00-17:00,09:00-19:00,,09:00-16:30,,,,,,,,,,Yes,East Manchester Academy,,,beswicklibrary@manchester.gov.uk
Manchester City Council,Brooklands Library,Moor Road,Wythenshawe,Greater Manchester,M23 9BP,10090666478,Yes,LAL,,,10:00-17:00,10:00-17:00,10:00-20:00,,10:00-17:00,10:00-17:00,,,,,,,,,,Yes,Manchester Health Academy,,,brooklandslibrary@manchester.gov.uk
Manchester City Council,"Burnage Library, Activity & Information Hub",Burnage Lane,Burnage,Greater Manchester,M19 1EW,77145208,No,CRL,,,,10:00-17:00,10:00-17:00,10:00-13:00,14:00-17:00,14:00-17:00,,,,,,,,,,No,,,,info@burnageactivityhub.org.uk
Manchester City Council,Central Library,St. Peters Square,City Centre,Greater Manchester,M2 5PD,77100348,Yes,LAL,,,08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,08:00-17:00,09:00-17:00,,,,,,,,,,No,,Complete transformation - reopening in 2014,,libraries@manchester.gov.uk
Manchester City Council,Chorlton Library,Manchester Road,Chorlton,Greater Manchester,M21 9PN,10023047970,Yes,LAL,,,09:00-17:00,09:00-20:00,,09:00-20:00,09:00-17:00,09:00-17:00,,,,,,,,,,No,,,,chorltonlibrary@manchester.gov.uk
Manchester City Council,Clayton Library,,,,M11 4NE,,Yes,LAL,,2011,,,,,,,,,,,,,,,,No,,,,
