Local authority,Library name,Address 1,Address 2,Address 3,Postcode,Unique property reference number,Statutory,Type of library,Year opened,Year closed,Monday staffed hours,Tuesday staffed hours,Wednesday staffed hours,Thursday staffed hours,Friday staffed hours,Saturday staffed hours,Sunday staffed hours,Monday unstaffed hours,Tuesday unstaffed hours,Wednesday unstaffed hours,Thursday unstaffed hours,Friday unstaffed hours,Saturday unstaffed hours,Sunday unstaffed hours,Special hours,Co-located,Co-located with,Notes,URL,Email address
City of York Council,Acomb Explore Library,Front Street,Acomb,North Yorkshire,YO24 3BZ,100052211617,Yes,CL,,,09:00-19:30,09:00-19:30,09:00-14:00,09:00-19:30,09:00-17:00,09:00-15:00,,,,,,,,,,No,,,https://www.exploreyork.org.uk/acomb-explore/,acomb@exploreyork.org.uk
City of York Council,Bishopthorpe Library,Main Street,Bishopthorpe,North Yorkshire,YO23 2RB,100052162330,Yes,CL,,,14:00-19:00,,"10:00-12:30,14:00-17:00","10:00-12:30,14:00-17:00",14:00-17:00,10:00-12:30,,,,,,,,,,No,,,https://www.exploreyork.org.uk/bishopthorpe-library/,bishopthorpe@exploreyork.org.uk
City of York Council,Clifton Explore Library,Rawcliffe Lane,York,North Yorkshire,YO30 5SJ,100052167876,Yes,CL,,,14:30-17:30,10:00-17:30,10:00-17:30,14:30-19:00,10:00-17:30,10:00-13:00,,,,,,,,,,No,,,https://www.exploreyork.org.uk/clifton-explore/,clifton@exploreyork.org.uk
City of York Council,Copmanthorpe Library,"Village Centre, Main Street",Copmanthorpe,North Yorkshire,YO23 3SU,100052162463,Yes,CL,,,"09:00-13:00,14:00-17:30",14:00-18:30,,09:00-13:00,14:00-17:30,09:00-13:00,,,,,,,,,,No,,,https://www.exploreyork.org.uk/copmanthorpe-library/,copmanthorpe@exploreyork.org.uk
City of York Council,Dringhouses Library,Tadcaster Road,York,North Yorkshire,YO24 1LR,100052162628,Yes,CL,,,14:00-18:00,"09:30-12:30,14:00-17:30",,"09:30-12:30,14:00-17:30",14:00-17:30,09:30-13:00,,,,,,,,,,No,,,https://www.exploreyork.org.uk/dringhouses-library/,dringhouses@exploreyork.org.uk
City of York Council,Dunnington Library,Church Street,Dunnington,North Yorkshire,YO19 5PW,10034764899,Yes,CL,,,10:00-13:30,14:00-17:30,,14:00-17:00,,09:00-12:30,,,,,,,,,,Yes,The Reading Room is a Community Building run by the Parish Council Building Hosting Meetings & Events,,https://www.exploreyork.org.uk/dunnington-library/,dunnington@exploreyork.org.uk
City of York Council,Explore at York Stadium,"Kathryn Avenue, Monks Cross Drive",Huntington,North Yorkshire,YO32 9AF,10093957920,Yes,CL,,,06:30-21:30,06:30-21:30,06:30-21:30,06:30-21:30,06:50-21:30,08:00-18:00,08:00-18:00,,,,,,,,,Yes,Leisure complex,,https://exploreyork.org.uk/explore-at-york-stadium/,stadium@exploreyork.org.uk
City of York Council,Fulford Library,"St. Oswald's CE School, Heslington Lane",York,North Yorkshire,YO10 4LX,100052147796,Yes,CL,,,,14:00-17:00,,14:00-17:00,14:00-17:00,10:00-12:30,,,,,,,,,,Yes,Primary School,,https://www.exploreyork.org.uk/fulford-library/,fulfordlibrary/@exploreyork.org.uk
City of York Council,Homestead Park Pop-Up Reading Cafe,40 Water End,York,North Yorkshire,YO30 6WP,100052168241,Yes,CL,2016,,,10:00-16:00,12:30-16:00,10:00-16:00,10:00-16:00,10:00-16:00,10:00-16:00,,,,,,,,,No,,"Seasonal use of trailor / marquee in the park, hence no UPRN.  Not permanent opening hours, just seasonal.",https://www.exploreyork.org.uk/homestead-park-pop-up-reading-cafe/,rowntreepark@exploreyork.org.uk
City of York Council,Hungate Reading Cafe,"Ground Floor, Bellerby Court",Hungate,North Yorkshire,YO1 7AF,10093959558,Yes,CL,,,09:00-16:00,09:00-16:00,09:00-16:00,09:00-16:00,09:00-16:00,10:00-16:00,,,,,,,,,,No,,,https://exploreyork.org.uk/cafes/hungate-york-reading-cafe/,hungate@exploreyork.org.uk
City of York Council,Huntington Library,Garth Road,York,North Yorkshire,YO32 9QJ,200004774522,Yes,CL,,,"09:30-12:00,14:00-17:00","09:30-12:00,14:00-17:00",,"09:30-12:00,14:00-17:00","09:30-12:00,14:00-17:00",09:30-12:30,,,,,,,,,,No,,,https://www.exploreyork.org.uk/huntington-library/,huntington@exploreyork.org.uk
City of York Council,New Earswick Library,"The Folk Hall, Hawthorn Terrace",New Earswick,North Yorkshire,YO32 4AQ,200004758552,Yes,CL,,,09:00-12:30,"09:00-12:30,13:30-17:00",,13:30-17:00,13:30-17:00,10:00-12:00,,,,,,,,,,Yes,"The Folk Hall is run by Joseph Rowntree Housing Trust as a Community Centre with Cafe, Post Office, Events",Moved to current premises May 2018.  Allows for longer opening - now open for self-service when Folk Hall is open outside of library hours,https://www.exploreyork.org.uk/new-earswick-library/,newearswick@exploreyork.org.uk
City of York Council,Poppleton Library,The Village,Upper Poppleton,North Yorkshire,YO26 6JT,100052166815,No,CL,,,"10:00-12:30,14:00-17:00",,"10:00-12:30,14:00-17:00",10:00-12:30,"10:00-12:30,14:00-17:00",10:00-12:30,,,,,,,,,,No,,,https://www.exploreyork.org.uk/poppleton-library/,poppleton@exploreyork.org.uk
City of York Council,Rowntree Park Reading Cafe,"Rowntree Park Lodge, Richardson Street",York,North Yorkshire,YO23 1JU,100050580839,Yes,CL,2012,,09:00-16:00,09:00-16:00,09:00-16:00,09:00-16:00,09:00-16:00,09:00-16:00,09:00-16:00,,,,,,,,,No,,,https://www.exploreyork.org.uk/cafes/rowntree-park-reading-cafe/,rowntreepark@exploreyork.org.uk
City of York Council,Strensall Library,19 The Village,Strensall,North Yorkshire,YO32 5XS,10007237686,Yes,CL,,,14:00-17:00,"10:00-12:30,14:00-17:00",,"10:00-12:30,14:00-17:00",14:00-17:00,10:00-12:30,,,,,,,,,,No,,,https://www.exploreyork.org.uk/strensall-library/,strensall@exploreyork.org.uk
City of York Council,Sycamore House Reading Cafe,30 Clarence Street,York,North Yorkshire,YO31 7EW,200001825201,Yes,LAL,2013,2018,,,,,,,,,,,,,,,,Yes,Mental Health Service,Small presence in host building Sep 13 to Jul 18 only,,
City of York Council,Tang Hall Explore Library,"The Centre @ Burnholme, Mossdale Avenue",York,North Yorkshire,YO31 0HA,10093956473,Yes,CL,,,09:00-20:00,09:00-20:00,09:00-20:00,09:00-20:00,09:00-18:00,09:00-16:00,09:00-16:00,,,,,,,,,Yes,"Shared use but operated by the Library Service - Tennants include a Nursery,  Community Radio Station, Tang Hall Smart & Church",Moved to current premises June 2018,https://www.exploreyork.org.uk/tang-hall-explore/,tanghall@exploreyork.org.uk
City of York Council,York Explore Library & Archive,Library Square,York,North Yorkshire,YO1 7DS,10034765095,Yes,CL,,,09:00-20:00,09:00-20:00,09:00-20:00,09:00-20:00,10:00-18:00,09:00-17:00,11:00-16:00,,,,,,,,,No,,,https://www.exploreyork.org.uk/york-explore/,york@exploreyork.org.uk
