Local authority,Library name,Address 1,Address 2,Address 3,Postcode,Unique property reference number,Statutory,Type of library,Year opened,Year closed,Monday staffed hours,Tuesday staffed hours,Wednesday staffed hours,Thursday staffed hours,Friday staffed hours,Saturday staffed hours,Sunday staffed hours,Monday unstaffed hours,Tuesday unstaffed hours,Wednesday unstaffed hours,Thursday unstaffed hours,Friday unstaffed hours,Saturday unstaffed hours,Sunday unstaffed hours,Special hours,Co-located,Co-located with,Notes,URL,Email address
City of Cardiff Council,Canton Library,Library Street,Canton,Cardiff,CF5 1QD,,Yes,LAL,1907,,,,,,,,,,,,,,,,,No,,,https://www.cardiff.gov.uk/ENG/resident/Libraries-and-archives/Find-a-library/Pages/Canton-Library.aspx,
City of Cardiff Council,Cardiff Central Library,The Hayes,Cardiff,Cardiff,CF10 1FL,,Yes,LAL,,,,,,,,,,,,,,,,,,No,,,https://www.cardiff.gov.uk/ENG/resident/Libraries-and-archives/Find-a-library/Pages/Central-Library.aspx,mailto:centrallibrary@cardiff.gov.uk
City of Cardiff Council,Cathays Library,Fairoak Road,Cathays,Cardiff,CF24 4PW,,Yes,LAL,,,,,,,,,,,,,,,,,,No,,,https://www.cardiff.gov.uk/ENG/resident/Libraries-and-archives/Find-a-library/Pages/Cathays-Library.aspx,
City of Cardiff Council,Ely & Caerau Hub,1 Cowbridge Road West,Cardiff,,CF5 5BQ,,Yes,LAL,,,,,,,,,,,,,,,,,,No,,,,
City of Cardiff Council,Fairwater Library,Doyle Avenue,Fairwater,Cardiff,CF5 3HU,,Yes,LAL,,,,,,,,,,,,,,,,,,No,,,https://www.cardiff.gov.uk/ENG/resident/Libraries-and-archives/Find-a-library/Pages/Fairwater-Library.aspx,
City of Cardiff Council,Grangetown Library,Redlaver Street,Grangetown,Cardiff,CF11 7LY,,Yes,LAL,,,,,,,,,,,,,,,,,,No,,,https://www.cardiff.gov.uk/ENG/resident/Libraries-and-archives/Find-a-library/Pages/Grangetown-Library.aspx,
City of Cardiff Council,Llandaff North Library,Gabalfa Avenue,Llandaff North,Cardiff,CF14 2HU,,Yes,LAL,,,,,,,,,,,,,,,,,,No,,,https://www.cardiff.gov.uk/ENG/resident/hubs-and-housing-offices/llandaff-north-and-gabalfa-hub/Pages/default.aspx,
City of Cardiff Council,Llanedeyrn Library,The Powerhouse Hub,Roundwood,Llanedeyrn,CF23 9PN,,Yes,LAL,,,,,,,,,,,,,,,,,,No,,,https://www.cardiff.gov.uk/ENG/resident/hubs-and-housing-offices/Llanedeyrn-Hub/Pages/default.aspx,
City of Cardiff Council,Llanishen Library,Llanishen Hub,11 Station Road,Cardiff,CF14 5LS,,Yes,LAL,,,,,,,,,,,,,,,,,,No,,,https://www.cardiff.gov.uk/ENG/resident/hubs-and-housing-offices/Llanishen-Hub/Pages/default.aspx,
City of Cardiff Council,Llanrumney Library,Countisbury Avenue,Llanrumney,Cardiff,CF3 5NQ,,Yes,LAL,,,,,,,,,,,,,,,,,,No,,,https://www.cardiff.gov.uk/ENG/resident/hubs-and-housing-offices/llanrumney-hub/Pages/default.aspx,
City of Cardiff Council,Penylan Library,Penylan Road,Penylan,Cardiff,CF23 5HW,,Yes,LAL,,,,,,,,,,,,,,,,,,No,,,https://www.cardiff.gov.uk/ENG/resident/Libraries-and-archives/Find-a-library/Pages/Penylan-Library.aspx,
City of Cardiff Council,Radyr Library,Park Road,Radyr,Cardiff,CF15 8DF,,Yes,LAL,,,,,,,,,,,,,,,,,,No,,,https://www.cardiff.gov.uk/ENG/resident/Libraries-and-archives/Find-a-library/Pages/Radyr-Library.aspx,
City of Cardiff Council,Rhiwbina Library,Pen-y-Dre,Rhiwbina,Cardiff,CF14 6EH,,Yes,LAL,,,,,,,,,,,,,,,,,,No,,,https://www.cardiff.gov.uk/ENG/resident/Libraries-and-archives/Find-a-library/Pages/Rhiwbina-Library.aspx,
City of Cardiff Council,Rhydypennau Library,Llandennis Road,Rhydypennau,Cardiff,CF23 6EG,,Yes,LAL,,,,,,,,,,,,,,,,,,No,,,https://www.cardiff.gov.uk/ENG/resident/Libraries-and-archives/Find-a-library/Pages/Rhydypennau-Library.aspx,
City of Cardiff Council,Rumney Library,Llanstephan Road,Rumney,Cardiff,CF3 3JA,,Yes,LAL,,,,,,,,,,,,,,,,,,No,,,https://www.cardiff.gov.uk/ENG/resident/hubs-and-housing-offices/Rumney-Partnership-Hub/Pages/default.aspx,
City of Cardiff Council,STAR Library,Muirton Road,Cardiff,,CF24 2SJ,,Yes,LAL,,,,,,,,,,,,,,,,,,No,,,https://www.cardiff.gov.uk/ENG/resident/Libraries-and-archives/Find-a-library/Pages/Splott-Library.aspx,
City of Cardiff Council,St Mellons Library,Crickhowell Road,St Mellons,Cardiff,CF3 0EF,,Yes,LAL,,,,,,,,,,,,,,,,,,No,,,https://www.cardiff.gov.uk/ENG/resident/hubs-and-housing-offices/st-mellons-hub/Pages/default.aspx,
City of Cardiff Council,Tongwynlais Library,Tanyard Day Centre,Tongwynlais,Cardiff,CF15 7NP,,Yes,LAL,,,,,,,,,,,,,,,,,,No,,,https://www.cardiff.gov.uk/ENG/resident/Libraries-and-archives/Find-a-library/Pages/Tongwynlais-Library.aspx,
City of Cardiff Council,Whitchurch Library,Park Road,Whitchurch,Cardiff,CF14 7XA,100101043739,Yes,LAL,,,,,,,,,,,,,,,,,,No,,,https://www.cardiff.gov.uk/ENG/resident/Libraries-and-archives/Find-a-library/Pages/Whitchurch-Library.aspx,
