Local authority,Library name,Address 1,Address 2,Address 3,Postcode,Unique property reference number,Statutory,Type of library,Year opened,Year closed,Monday staffed hours,Tuesday staffed hours,Wednesday staffed hours,Thursday staffed hours,Friday staffed hours,Saturday staffed hours,Sunday staffed hours,Monday unstaffed hours,Tuesday unstaffed hours,Wednesday unstaffed hours,Thursday unstaffed hours,Friday unstaffed hours,Saturday unstaffed hours,Sunday unstaffed hours,Special hours,Co-located,Co-located with,Notes,URL,Email address
Fife Council,Aberdour Library,Aberdour Community Centre,,9 Shore Road,KY3 0TR,,Yes,LAL,,,,,,,,,,,,,,,,,,No,,,http://onfife.com/venues/aberdour-library,
Fife Council,Auchtermuchty Library,Town Hall,,30 High Street,KY14 7AP,,Yes,LAL,,,,,,,,,,,,,,,,,,No,,,http://onfife.com/venues/auchtermuchty-library,
Fife Council,Benarty Library,Benarty Centre,,Flockhouse Avenue,KY5 8JH,,Yes,LAL,,,,,,,,,,,,,,,,,,No,,,http://onfife.com/venues/benarty-library,
Fife Council,Buckhaven Library,Buckhaven Museum,,3 College Street,KY8 1LD,320182858,Yes,LAL,,,,,,,,,,,,,,,,,,No,,,http://onfife.com/venues/buckhaven-museum,
Fife Council,Burntisland Library,102 High Street,,Burntisland,KY3 9AS,,Yes,LAL,,,,,,,,,,,,,,,,,,No,,,http://onfife.com/venues/burntisland-library-museum,
Fife Council,Cadham Library,Cadham Neighbourhood Centre,,Huntsman's Road,KY7 6RU,,Yes,LAL,,,,,,,,,,,,,,,,,,No,,,http://onfife.com/venues/cadham-library,
Fife Council,Cardenden Library,Carden Avenue,,Cardenden,KY5 0EL,,Yes,LAL,,,,,,,,,,,,,,,,,,No,,,http://onfife.com/venues/cardenden-library,
Fife Council,Cowdenbeath Library,41 High Street,,Cowdenbeath,KY4 9QA,,Yes,LAL,,,,,,,,,,,,,,,,,,No,,,http://onfife.com/venues/cowdenbeath-library,
Fife Council,Cupar Library,33-35 Crossgate,, Cupar,KY15 5AS,,Yes,LAL,,,,,,,,,,,,,,,,,,No,,,http://onfife.com/venues/cupar-library,
Fife Council,Dalgety Library,Regents Way,,Dalgety Bay,KY11 9UY,,Yes,LAL,,,,,,,,,,,,,,,,,,No,,,http://onfife.com/venues/dalgety-bay-library,
Fife Council,Duloch Library,Community Campus,,Nightingale Place,KY11 8LW,,Yes,LAL,,,,,,,,,,,,,,,,,,No,,,http://onfife.com/venues/duloch-library,
Fife Council,Dunfermline Carnegie Library,1-7 Abbot Street,,Dunfermline,KY12 7NL,,Yes,LAL,,,,,,,,,,,,,,,,,,No,,,http://onfife.com/venues/dunfermline-carnegie-library-galleries,
Fife Council,Elie Library,Siward Lane,,Elie,KY9 1AZ,,Yes,LAL,,,,,,,,,,,,,,,,,,No,,,http://onfife.com/venues/elie-library,
Fife Council,Inverkeithing Library & Heritage Centre,Inverkeithing Local Office Civic Centre,,10 Queen Street,KY11 1PA,320189021,Yes,LAL,,,,,,,,,,,,,,,,,,No,,,http://onfife.com/venues/inverkeithing-library-and-heritage-centre,
Fife Council,Jenny Lee (Lochgelly) Library,Lochgelly Centre,,Bank Street,KY5 9RD,,Yes,LAL,,,,,,,,,,,,,,,,,,No,,,http://onfife.com/venues/jennie-lee-library,
Fife Council,Kelty Library,Kelty Library,,Cocklaw Street,KY4 0DD,,Yes,LAL,,,,,,,,,,,,,,,,,,No,,,http://onfife.com/venues/kelty-library,
