Local authority,Library name,Address 1,Address 2,Address 3,Postcode,Unique property reference number,Statutory,Type of library,Year opened,Year closed,Monday staffed hours,Tuesday staffed hours,Wednesday staffed hours,Thursday staffed hours,Friday staffed hours,Saturday staffed hours,Sunday staffed hours,Monday unstaffed hours,Tuesday unstaffed hours,Wednesday unstaffed hours,Thursday unstaffed hours,Friday unstaffed hours,Saturday unstaffed hours,Sunday unstaffed hours,Special hours,Co-located,Co-located with,Notes,URL,Email address
Wakefield Metropolitan District Council,Ackworth,Bell Lane,Pontefract,West Yorkshire,WF7 7JH,63154145,Yes,ICL,,,,,,,,,,,,,,,,,,Yes,Community Centre,Now a community led book swap run from same premises,,
Wakefield Metropolitan District Council,Airedale,"The Airedale Centre, The Square",Castleford,West Yorkshire,WF10 3JJ,63160468,No,LAL,,,09:30-17:00,09:30-17:00,09:30-19:00,,09:30-17:00,09:30-13:00,,,,,,,,,,Yes,Community Centre,,http://www.wakefield.gov.uk/libraries-and-local-history/your-local-library/airedale-library,airedalelibrary@wakefield.gov.uk
Wakefield Metropolitan District Council,Altofts Library,Church Road,Wakefield,West Yorkshire,WF6 2NN,63022688,Yes,LAL,,2012,,,,,,,,,,,,,,,,No,,"Community library now run from Altofts Community and Sports Foundation Limited at The Brig,  St Marys road Altofts. UPRN 63147930. Original library premises converted to day nursery.",,
Wakefield Metropolitan District Council,Castleford,Carlton Street,Castleford,West Yorkshire,WF10 1BB,63018092,No,LAL,,,09:00-17:00,09:00-17:00,,09:00-17:00,09:00-17:00,09:00-16:00,,,,,,,,,,Yes,Museum,New build 2015 on same site,http://www.wakefield.gov.uk/libraries-and-local-history/your-local-library/castleford-forum-library-and-museum,castlefordlibrary@wakefield.gov.uk
Wakefield Metropolitan District Council,Crofton,High Street,Wakefield,West Yorkshire,WF4 1NG,63154516,Yes,ICL,,,,,,,,,,,,,,,,,,Yes,School,"Community led from local community centre, former premises reabsorbed into school now located at 95a High Street crofton parish hall UPRN",,
Wakefield Metropolitan District Council,Featherstone,Victoria Street (Off Station Lane),Pontefract,West Yorkshire,WF7 5BB,63145626,No,LAL,,,09:30-18:00,,09:30-17:00,09:30-17:00,09:30-13:00,09:30-13:00,,,,,,,,,,Yes,Community Centre,,http://www.wakefield.gov.uk/libraries-and-local-history/your-local-library/featherstone-library,Featherstonelibrary@wakefield.gov.uk
Wakefield Metropolitan District Council,Flanshaw,Balne Lane,Flanshaw,West Yorkshire,WF2 9AH,63160935,Yes,LAL,,2012,,,,,,,,,,,,,,,,Yes,Communty Centre,Prior to co-location this was an independent library in its own building Flanshaw Lane UPRN 63147240,,
Wakefield Metropolitan District Council,Havercroft,Cow Lane,Wakefield,West Yorkshire,WF4 2BE,63139390,No,ICL,,,,,,,,,,,,,,,,,,No,,"Former library now run as a community library within a local community centre Mulberry Place, Ryhill UPRN 63162075 WF4 2BD Wakefield and the original library building is now a day nursery.",,
Wakefield Metropolitan District Council,Hemsworth,Market Street,Hemsworth,West Yorkshire,WF9 4JY,63146358,No,LAL,,,09:30-17:00,09:30-14:00,,09:30-19:00,09:30-16:00,09:30-13:00,,,,,,,,,,No,,,http://www.wakefield.gov.uk/libraries-and-local-history/your-local-library/pontefract-library,Hemsworthlibrary@wakefield.gov.uk
Wakefield Metropolitan District Council,Horbury,Westfield Road,Wakefield,West Yorkshire,WF4 6HP,63146372,No,LAL,,,14:00-19:00,10:00-17:00,,10:00-17:00,10:00-16:00,10:00-13:00,,,,,,,,,,No,,,http://www.wakefield.gov.uk/libraries-and-local-history/your-local-library/horbury-library,Horburylibrary@wakefield.gov.uk
