Local authority,Library name,Address 1,Address 2,Address 3,Postcode,Unique property reference number,Statutory,Type of library,Year opened,Year closed,Monday staffed hours,Tuesday staffed hours,Wednesday staffed hours,Thursday staffed hours,Friday staffed hours,Saturday staffed hours,Sunday staffed hours,Monday unstaffed hours,Tuesday unstaffed hours,Wednesday unstaffed hours,Thursday unstaffed hours,Friday unstaffed hours,Saturday unstaffed hours,Sunday unstaffed hours,Special hours,Co-located,Co-located with,Notes,URL,Email address
North Somerset  Council,Backwell,Station Road,Backwell,Somerset,BS48 3NW,,Yes,LAL,,2012,,,,,,,,,,,,,,,,No,,,,
North Somerset  Council,Banwell,6 West Street,Banwell,Somerset,BS29 6DA,,Yes,LAL,,2012,,,,,,,,,,,,,,,,No,,,,
North Somerset  Council,Campus,Highlands Lane,Weston-supe-Mare,Somerset,BS24 7DX,24122397,Yes,LAL,2005,,09:30-20:00,09:30-20:00,09:30-20:00,09:30-20:00,09:30-20:00,09:30-17:00,10:00-17:00,,,,,,,,,Yes,"School, Children's Centre, Leisure facilities & Cafe",,https://www.n-somerset.gov.uk/services/the-campus-2/,campus@n-somerset.gov.uk
North Somerset  Council,Clevedon library,37 Old Church Road,Clevedon,Somerset,BS21 6NN,24042018,Yes,LAL,1992,,09:30-17:00,09:30-17:00,,,09:30-17:00,09:30-13:00,,,,,,,,,,No,,,http://www.n-somerset.gov.uk/services/clevedon-library/,clevedon.library@n-somerset.gov.uk
North Somerset  Council,Congresbury Community Library,"Old School Rooms, Station Road",Congresbury,Somerset,BS49 5DX,24141134,Yes,CRL,,,14:00-17:00,,10:00-13:00,,10:00-17:00,10:00-13:00,,,,,,,,,,No,,,,congresbury.library@n-somerset.gov.uk
North Somerset  Council,For all Healthy Living Centre library,68 Lonsdale Avenue,Weston-super-Mare,Somerset,BS23 3SJ,24128505,Yes,LAL,2009,,09:30-17:00,09:30-17:00,09:30-17:00,09:30-17:00,09:30-17:00,,,,,,,,,,,Yes,"Church Hall, GP surgery, Community Cafe &  Children's Centre",,,hlc.library@n-somerset.gov.uk
North Somerset  Council,Long Ashton,Lovelinch Gardens,Long Ashton,Somerset,BS4 9AH,114230,No,LAL,,2018,,,,,,,,,,,,,,,,No,,,,
North Somerset  Council,Nailsea library,Somerset Square,Nailsea,Somerset,BS48 1RQ,24067942,Yes,LAL,1972,,,09:30-18:00,09:30-17:00,09:30-17:00,09:30-17:00,09:30-13:00,,,,,,,,,,No,,,http://www.n-somerset.gov.uk/services/nailsea-library/,nailsea.library@n-somerset.gov.uk
North Somerset  Council,Oldmixon Library Access Point,"Oldmixon Family Centre, Monkton Avenue",Weston-super-Mare,Somerset,BS24 9DA,,Yes,LAL,2017,2021,,09:00-13:00,09:00-13:00,09:00-13:00,09:00-16:00,,,,,,,,,,,No,Children's Centre,,,libraries@n-somerset.gov.uk
North Somerset  Council,Pill Library & Children's Centre,"Crockerne House, Underbanks",Pill,Somerset,BS20 0AT,24114834,Yes,LAL,,,,09:30-17:00,,,09:30-17:00,09:30-13:00,,,,,,,,,,Yes,Children's Centre,,,pill.library@n-somerset.gov.uk
