Local authority,Library name,Address 1,Address 2,Address 3,Postcode,Unique property reference number,Statutory,Type of library,Year opened,Year closed,Monday staffed hours,Tuesday staffed hours,Wednesday staffed hours,Thursday staffed hours,Friday staffed hours,Saturday staffed hours,Sunday staffed hours,Monday unstaffed hours,Tuesday unstaffed hours,Wednesday unstaffed hours,Thursday unstaffed hours,Friday unstaffed hours,Saturday unstaffed hours,Sunday unstaffed hours,Special hours,Co-located,Co-located with,Notes,URL,Email address
Argyll and Bute Council,Campbeltown Library,Kinloch Road ,,Campbeltown,PA28 6EG,,Yes,LAL,,,,,,,,,,,,,,,,,,No,,,,
Argyll and Bute Council,Cardross Library,Main Street,,Cardross,G82 5PX,,Yes,LAL,,,,,,,,,,,,,,,,,,No,,,,
Argyll and Bute Council,Dunoon Library,248 Argyll Street,,Dunoon,PA23 7LT,125006799,Yes,LAL,,,,,,,,,,,,,,,,,,No,,,,
Argyll and Bute Council,Helensburgh Library,West King Street,,Helensburgh,G84 8EB,,Yes,LAL,,,,,,,,,,,,,,,,,,No,,,,
Argyll and Bute Council,Lochgilphead Library,Manse Brae,,Lochgilphead ,PA31 8QZ,,Yes,LAL,,,,,,,,,,,,,,,,,,No,,,,
Argyll and Bute Council,Oban Library,77 Albany Street,,Oban,PA34 4AL,,Yes,LAL,,,,,,,,,,,,,,,,,,No,,,,
Argyll and Bute Council,Rosneath Library,Clachan Road,,Rosneath,G84 0RJ,,Yes,LAL,,,,,,,,,,,,,,,,,,No,,,,
Argyll and Bute Council,Rothesay Library,Stuart Street ,,Rothesay ,PA20 0BX,125078545,Yes,LAL,,,,,,,,,,,,,,,,,,No,,,,
Argyll and Bute Council,Tarbert Library,Harbour Street ,,Tarbert,PA29 6UA,,Yes,LAL,,,,,,,,,,,,,,,,,,No,,,,
Argyll and Bute Council,Tiree Library,Cornaig,,Isle of Tiree,PA77 6XA,,Yes,LAL,,,,,,,,,,,,,,,,,,No,,,https://liveargyll.co.uk/facility/tiree-library/,
Argyll and Bute Council,Tobermory Library,Tobermory High School ,,Isle of Mull,PA75 6PB,,Yes,LAL,,,,,,,,,,,,,,,,,,No,,,https://liveargyll.co.uk/facility/tobermory-library/,
