Local authority,Library name,Address 1,Address 2,Address 3,Postcode,Unique property reference number,Statutory,Type of library,Year opened,Year closed,Monday staffed hours,Tuesday staffed hours,Wednesday staffed hours,Thursday staffed hours,Friday staffed hours,Saturday staffed hours,Sunday staffed hours,Monday unstaffed hours,Tuesday unstaffed hours,Wednesday unstaffed hours,Thursday unstaffed hours,Friday unstaffed hours,Saturday unstaffed hours,Sunday unstaffed hours,Special hours,Co-located,Co-located with,Notes,URL,Email address
East Riding of Yorkshire Council,Anlaby,North Street,Anlaby,East Riding of Yorkshire,HU10 7DE,,Yes,LAL,,2014,,,,,,,,,,,,,,,,No,,Library moved into an extension within the local Leisure Cente,,
East Riding of Yorkshire Council,Beverley Library,Champney Road,Beverley,East Riding of Yorkshire,HU17 8HE,,Yes,LAL,,,09:30-17:00,09:30-20:00,09:30-17:00,09:30-20:00,09:30-17:00,09:00-16:00,,,,,,,,,,Yes,,,,beverley.library@eastriding.gov.uk
East Riding of Yorkshire Council,Bridlington Central Library,14 King Street,Bridlington,East Riding of Yorkshire,YO15 2DF,,Yes,LAL,,,09:00-17:00,,09:30-18:00,09:30-15:00,,09:30-13:00,,,,,,,,,,No,,,,bridlington.library@eastriding.gov.uk
East Riding of Yorkshire Council,Brough Library & Customer Service Centre,"East Riding Petuaria Centre, Centurion Way",Brough,East Riding of Yorkshire,HU15 1DF,,Yes,LAL,,,09:30-16:30,,09:30-16:30,09:30-18:30,,09:30-12:30,,,,,,,,,,Yes,Customer Service Centre,,,CSCBrough@eastriding.gov.uk
East Riding of Yorkshire Council,Cottingham Library & Customer Service Centre,Market Green,Cottingham,East Riding of Yorkshire,HU16 5QG,,Yes,LAL,,,09:30-16:30,09:30-16:30,,09:30-18:30,09:30-13:00,09:30-12:30,,,,,,,,,,Yes,Customer Service Centre & Registrars,,,CSCCott@eastriding.gov.uk
East Riding of Yorkshire Council,Driffield Library & Customer Service Centre,Cross Hill,Driffield,East Riding of Yorkshire,YO25 6RQ,,Yes,LAL,,,09:30-18:30,09:30-16:30,09:30-16:30,09:30-16:30,09:30-16:30,09:30-12:30,,,,,,,,,,Yes,Customer Service Centre & Registrars,,,CSCDriff@eastriding.gov.uk
East Riding of Yorkshire Council,Flamborough Library,Southsea Road,Flamborough,East Riding of Yorkshire,YO15 1NG,,Yes,LAL,,,,14:00-18:30,,,14:00-17:00,09:00-12:00,,,,,,,,,,No,,,,flamborough.library@eastriding.gov.uk
East Riding of Yorkshire Council,Goole Library,Carlisle Street,Goole,East Riding of Yorkshire,DN14 5DS,,Yes,LAL,,,09:30-19:00,09:30-17:00,09:30-19:00,09:30-17:00,09:30-17:00,09:00-16:00,,,,,,,,,,Yes,,,,goole.library@eastriding.gov.uk
East Riding of Yorkshire Council,Haltemprice Library & Customer Service Centre,120 Springfield Way,Anlaby,East Riding of Yorkshire,HU10 6QJ,,Yes,LAL,2014,,09:30-18:30,09:30-17:30,09:30-17:30,09:30-17:30,09:30-16:30,09:30-12:30,,,,,,,,,,Yes,"Customer Service Centre, Leisure Centre & GP surgery",,,CSCAnlaby@eastriding.gov.uk
East Riding of Yorkshire Council,Hedon Library & Customer Service Centre,31 St. Augustines Gate,Hedon,East Riding of Yorkshire,HU12 8EX,,Yes,LAL,,,09:30-13:30,09:30-18:30,09:30-13:30,09:30-16:30,,09:30-12:30,,,,,,,,,,Yes,Customer Service Centre,,,CSCHedon@eastriding.gov.uk
